,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
28,0.61262095,0.7077215,0.7076665,0.6970944,0.7043601,0.6490083,0.65798634,0.6797696,0.68018353,0.71157897,0.83348906,0.7075089
29,0.786892,0.7465275,0.73041916,0.7874255,0.69779617,0.66981393,0.6633741,0.725083,0.74733126,0.7882529,0.7622226,0.7510289
30,0.5576582,0.63863784,0.6356889,0.689877,0.6744691,0.56545943,0.5785922,0.61187243,0.67176133,0.71488845,0.77172315,0.6489789
31,0.6462796,0.7175846,0.66483176,0.6920659,0.6373435,0.54617393,0.5816143,0.67794293,0.67291194,0.75592077,0.77624303,0.62510395
32,0.64301205,0.7017823,0.7167647,0.7719811,0.7267206,0.62894124,0.649405,0.6501407,0.6731262,0.7399714,0.81095475,0.71933407
33,0.6881665,0.7734479,0.70304203,0.69413453,0.6821359,0.65464276,0.6596021,0.6555029,0.68891144,0.80894625,0.84702206,0.70558834
34,0.60605,0.7111578,0.66929984,0.64769423,0.62242895,0.60277694,0.5808528,0.61340433,0.6326829,0.7166033,0.75533324,0.66438174
35,0.6635469,0.7111988,0.68116134,0.6942076,0.6842568,0.6298837,0.6055501,0.61943406,0.65742123,0.7648445,0.8248635,0.70491946
36,0.63132465,0.6501178,0.64060277,0.5985689,0.55849046,0.52889174,0.5261557,0.56088823,0.6138715,0.71441805,0.82693976,0.6942107
37,0.6887408,0.73006713,0.6585096,0.66719556,0.6743287,0.6059476,0.5444733,0.56953704,0.62765163,0.75532097,0.8197509,0.74672115
38,0.68670154,0.6807696,0.6374114,0.6529258,0.61249644,0.6008956,0.57149124,0.636954,0.69884396,0.8104711,0.7956639,0.6627715
39,0.7082463,0.7587447,0.71549964,0.6912265,0.6710706,0.61847544,0.5959902,0.6629796,0.72731674,0.81156176,0.8465889,0.7204261
40,0.6285906,0.6609354,0.6471172,0.736613,0.665436,0.5305716,0.51445955,0.5307513,0.5392996,0.62328595,0.6994362,0.6545113
41,0.6314452,0.73305744,0.676151,0.67067707,0.6925825,0.6254381,0.5663569,0.5602729,0.6001005,0.6992356,0.82354146,0.6838786
42,0.6397688,0.7273578,0.6939313,0.6627337,0.65052176,0.5927519,0.5436484,0.6096227,0.6666395,0.74363947,0.7890903,0.6677906
43,0.6847842,0.6986961,0.663325,0.69080347,0.6965706,0.6186121,0.5970867,0.65742266,0.6317913,0.68744683,0.7270017,0.6597426
44,0.6593113,0.7064194,0.63650703,0.66119164,0.6507028,0.5863775,0.5728238,0.56500965,0.6249463,0.6542893,0.7646211,0.7028427
45,0.6104588,0.6773022,0.6511934,0.677368,0.7125453,0.6641285,0.6110253,0.5828325,0.6282918,0.7010344,0.81065166,0.691041
46,0.67066765,0.71361744,0.7181588,0.73368984,0.62580127,0.5748132,0.5401337,0.5890948,0.6797987,0.78874093,0.70315075,0.6123508
47,0.63474786,0.70821077,0.6700951,0.7210926,0.6778377,0.63806987,0.5761486,0.6237211,0.66047364,0.81780463,0.8316369,0.6452587
48,0.6731077,0.7719354,0.6993283,0.6967986,0.6548257,0.6183424,0.5276873,0.55309886,0.6107694,0.80259013,0.83886343,0.6373579
49,0.6307281,0.7122909,0.6703524,0.68099606,0.7199862,0.66965526,0.6176167,0.578862,0.64847285,0.6743201,0.6940519,0.6642176
50,0.6701513,0.70523,0.6686871,0.71340287,0.70422006,0.60531586,0.57664204,0.57953095,0.61337084,0.7125602,0.7857203,0.7059286
51,0.6642406,0.7827901,0.72090775,0.74362963,0.757048,0.63458735,0.6251816,0.6456062,0.69184005,0.73488706,0.8373596,0.70397794
52,0.7476719,0.6535521,0.5906351,0.65404934,0.61482465,0.5941445,0.56451166,0.62367445,0.65178114,0.7093093,0.73990774,0.7204079
53,0.704204,0.6861236,0.64823335,0.7018042,0.64667153,0.5877358,0.6120469,0.69411147,0.7380242,0.7877119,0.7261384,0.6724964
54,0.6885607,0.68436545,0.6725745,0.7374984,0.63630563,0.58270335,0.5936601,0.63725126,0.72711354,0.79723674,0.69578373,0.62909967
55,0.64460117,0.7055096,0.62701255,0.6561951,0.64920163,0.5444254,0.53181106,0.5680433,0.6032807,0.7240806,0.7841748,0.6772242
56,0.7218176,0.6282464,0.60657346,0.6919839,0.63420725,0.5239793,0.5401049,0.62512267,0.63748354,0.69545287,0.6612838,0.6558228
57,0.7166192,0.63482744,0.5981535,0.6530764,0.62432075,0.6046236,0.6133323,0.6806052,0.7831955,0.8463747,0.72787344,0.6730308
58,0.5960163,0.6968776,0.6291546,0.60280234,0.6177718,0.573393,0.5547922,0.60846686,0.66235495,0.7394482,0.8093423,0.70472544
59,0.6639909,0.7158173,0.6371751,0.6645616,0.7022676,0.63134676,0.58189726,0.649529,0.7112573,0.80035424,0.824985,0.6850276
60,0.6044758,0.6257213,0.601153,0.6111196,0.5800885,0.6074914,0.6302856,0.6713843,0.7338413,0.80525565,0.75782484,0.59822506
61,0.6584597,0.68786764,0.6316699,0.57349783,0.57458025,0.62067825,0.59301096,0.65376234,0.75202537,0.85756034,0.78149766,0.60859907
62,0.66827947,0.7043777,0.5985974,0.59395224,0.5971997,0.56533706,0.5890526,0.66868037,0.64496064,0.77472913,0.8634306,0.72895646
63,0.717583,0.7494199,0.68868,0.68745923,0.7342576,0.7043487,0.6791786,0.7073666,0.743185,0.8035424,0.8436148,0.7627194
64,0.6318562,0.66564506,0.66084963,0.71279204,0.7798943,0.6301675,0.5808608,0.6306536,0.6854094,0.73723894,0.777734,0.71662676
65,0.6579143,0.73527765,0.6956388,0.6392141,0.58608127,0.63934946,0.61441565,0.6447256,0.7230195,0.77186,0.69470185,0.62345487
66,0.63607544,0.72850794,0.66309404,0.6602581,0.7074128,0.62827665,0.53322583,0.5855503,0.6449714,0.72684056,0.7960858,0.6593377
67,0.6441631,0.6993985,0.6843969,0.70247537,0.6758806,0.5891307,0.58349836,0.6181719,0.6205588,0.66470945,0.74693215,0.69872206
68,0.66096056,0.7407748,0.69638604,0.70697814,0.7377948,0.67377263,0.6211163,0.6269682,0.6896812,0.7651644,0.83033127,0.7435085
69,0.7485751,0.7246361,0.71918046,0.74337274,0.7008752,0.6595049,0.6707704,0.74614835,0.79516566,0.8683099,0.7714059,0.69301224
70,0.7044513,0.7395551,0.6876616,0.71164095,0.6405067,0.5972094,0.601358,0.62484986,0.6842246,0.78847176,0.7929046,0.6528519
71,0.628842,0.7516381,0.748606,0.7076946,0.65342665,0.5982713,0.5732766,0.61993784,0.72233087,0.8434121,0.88655114,0.66645265
72,0.7522203,0.72064805,0.6553606,0.61200315,0.5553337,0.52948546,0.56931657,0.6087107,0.70211726,0.8222464,0.725319,0.62413937
73,0.64549184,0.6825121,0.6435369,0.6440783,0.6290876,0.59038895,0.5798821,0.615167,0.6706802,0.78472584,0.84030944,0.7271926
74,0.6991933,0.74488795,0.71572316,0.71049637,0.66840196,0.57190967,0.563728,0.63958484,0.69899774,0.78860694,0.87133354,0.7143982
75,0.69717187,0.7805747,0.6977261,0.6354177,0.6528857,0.6284191,0.6023719,0.63157624,0.71920025,0.7827835,0.87674975,0.76081634
76,0.69372237,0.68942434,0.61190176,0.6300342,0.5857016,0.5247105,0.5329112,0.6344924,0.675988,0.74440616,0.759896,0.69352883
77,0.7431951,0.72139,0.6600047,0.6841975,0.63261175,0.61145943,0.57218397,0.63809246,0.7459162,0.8427509,0.70807695,0.64730644
78,0.61456126,0.63613033,0.62030035,0.6213505,0.57576567,0.5278101,0.5196947,0.579009,0.66638345,0.8333495,0.7588445,0.62349635
79,0.60070413,0.6488209,0.61046237,0.6638062,0.64920485,0.5640917,0.55944943,0.5648956,0.6541449,0.74470645,0.79093564,0.66519773
80,0.68173665,0.67040956,0.63494647,0.6404912,0.6252082,0.62906516,0.61883456,0.65622264,0.7479017,0.83096486,0.7548877,0.6491995
81,0.7130906,0.74621207,0.66028935,0.69096214,0.71305364,0.6582542,0.60090154,0.6401531,0.693026,0.78816867,0.8149385,0.7077479
82,0.69862145,0.6187962,0.6564232,0.69547236,0.56599176,0.5637554,0.6051626,0.70135957,0.7470792,0.68486285,0.6346636,0.6507502
83,0.76979905,0.7592898,0.6782007,0.6806064,0.6789293,0.69024545,0.6816275,0.6323163,0.68018126,0.7090762,0.7719854,0.7635928
84,0.7275348,0.6593313,0.62543255,0.58325946,0.58268094,0.602742,0.6513503,0.65162593,0.6330856,0.6764892,0.6553984,0.64177924
85,0.75970405,0.7361619,0.7098077,0.67686856,0.62487286,0.69819254,0.709103,0.69212824,0.6921178,0.6910476,0.5922184,0.60870737
86,0.72101164,0.7266616,0.6809421,0.6757354,0.64348745,0.60593003,0.6096138,0.6327624,0.6766922,0.69426763,0.8025827,0.7743405
87,0.7336541,0.6689429,0.6638001,0.6384005,0.61307997,0.6046804,0.6209821,0.71426517,0.75361156,0.8091047,0.7470359,0.71183527
88,0.64513725,0.62595534,0.65730625,0.69922465,0.6870308,0.67514145,0.640327,0.6952883,0.81097776,0.80929255,0.74918604,0.6101878
89,0.65407044,0.6738275,0.58818203,0.6488297,0.6347523,0.60894495,0.5648448,0.59801525,0.6975127,0.72700256,0.7535594,0.67193085
90,0.67608094,0.72510284,0.69102657,0.7267829,0.6843871,0.6311225,0.602865,0.5859662,0.6501541,0.69897455,0.7362646,0.6591844
91,0.67740476,0.7414917,0.71451145,0.7316274,0.6947749,0.6833024,0.6809044,0.7341858,0.76741815,0.8080336,0.8294963,0.70726305
92,0.6753122,0.6031208,0.64506686,0.67733955,0.63754594,0.6119421,0.5940159,0.6388353,0.71893317,0.74687934,0.7558798,0.6829107
93,0.71050787,0.7151058,0.63901836,0.63870484,0.6512553,0.6712951,0.62582946,0.5975903,0.7123761,0.7400588,0.75876725,0.7166999
94,0.71842307,0.66472363,0.67329615,0.6284071,0.5701718,0.5814615,0.5970513,0.6437419,0.68416107,0.74570626,0.74784064,0.6867689
95,0.6610406,0.7273798,0.6504657,0.65750265,0.63231593,0.6345232,0.61145073,0.6216576,0.76457936,0.79504704,0.80960554,0.6912633
96,0.6087537,0.6787465,0.62071407,0.6759795,0.7208379,0.6447849,0.6159196,0.62848216,0.6716523,0.79087937,0.81574976,0.64669514
97,0.72499,0.69530857,0.6226898,0.59942937,0.5618446,0.5908645,0.61305237,0.57747924,0.64310306,0.7203595,0.81109893,0.7698694
98,0.6653163,0.6968848,0.6402621,0.6323495,0.63619876,0.63378114,0.62997854,0.66287905,0.72908926,0.7731614,0.8644049,0.73096204
99,0.761148,0.75295085,0.66428065,0.68008924,0.63034797,0.62631756,0.666763,0.67639285,0.74671507,0.7383733,0.7584893,0.7164353
100,0.70116884,0.70304465,0.63522625,0.63242084,0.591169,0.6581762,0.69163,0.6588472,0.75678,0.7355529,0.76691794,0.70258045
101,0.66903883,0.67592007,0.6620591,0.73369676,0.7235419,0.6821637,0.64994097,0.6850059,0.80904377,0.8428711,0.81849885,0.6979613
102,0.63754845,0.66977215,0.6529049,0.7220871,0.66409343,0.62781197,0.6347526,0.7403481,0.8311748,0.7994674,0.8294813,0.67817414
103,0.6774717,0.7148724,0.66530293,0.70855397,0.74056387,0.67978007,0.68795204,0.72681254,0.7626772,0.7956385,0.809934,0.7251658
104,0.6539418,0.72709185,0.6886408,0.6979537,0.6297072,0.57138234,0.6288466,0.57128793,0.5291142,0.5636581,0.6110754,0.6046106
105,0.6282388,0.6725435,0.57984006,0.5735864,0.5912831,0.62512755,0.63553494,0.65762424,0.7136412,0.7530226,0.74840623,0.5979945
106,0.6761742,0.613946,0.57496494,0.534012,0.5503343,0.5424484,0.57292765,0.642565,0.6794524,0.6721357,0.58343464,0.65443724
107,0.6600725,0.6030154,0.596153,0.5848428,0.6310209,0.6081333,0.5919166,0.6112106,0.6508585,0.7586894,0.7412476,0.7035848
108,0.5237668,0.4996629,0.5317389,0.5443556,0.62967926,0.5992421,0.6044626,0.65124124,0.70963776,0.8150425,0.60348624,0.48731995
109,0.60762084,0.6597002,0.57778376,0.64047897,0.69954735,0.696393,0.6255166,0.62256795,0.6688217,0.7123133,0.70686364,0.60065037
110,0.6851326,0.6874503,0.6129638,0.67021203,0.6343813,0.5909912,0.62695473,0.66268176,0.70192504,0.67757225,0.7186194,0.685142
111,0.77926135,0.70649487,0.6844902,0.6654501,0.6244018,0.624213,0.6345868,0.71303123,0.7430192,0.7400453,0.7528991,0.745382
112,0.6949047,0.6703062,0.67314166,0.64186513,0.6526825,0.6586196,0.67636067,0.6817502,0.7148157,0.7773141,0.71559757,0.6780654
113,0.6845075,0.68089736,0.643429,0.70008916,0.67391276,0.62450904,0.58390635,0.62050325,0.73700565,0.7260414,0.726301,0.6359767
114,0.72399026,0.7130737,0.65794003,0.6365231,0.61393577,0.602145,0.6476945,0.70182085,0.72419935,0.7270894,0.7867143,0.7260387
115,0.7427158,0.7986133,0.70038503,0.7192009,0.714174,0.7202058,0.7168273,0.6943003,0.71647036,0.72215414,0.7924199,0.7411947
116,0.6974783,0.68288904,0.61717767,0.6298601,0.60706115,0.6115528,0.6455136,0.67969626,0.6677542,0.6873617,0.7124915,0.67127764
117,0.68784505,0.7465199,0.68680984,0.72215486,0.6831514,0.6340558,0.6400448,0.6837931,0.73106086,0.71691567,0.7534953,0.67765385
118,0.67444396,0.692145,0.6236241,0.6336866,0.6240956,0.6012755,0.59395784,0.6243596,0.6890982,0.71212554,0.7738192,0.70888305
119,0.74031144,0.7474655,0.7122755,0.7488973,0.677089,0.63968116,0.6447806,0.65067977,0.7321648,0.73785937,0.76352954,0.68348515
120,0.71455204,0.71481305,0.6393885,0.61945516,0.5756056,0.55538917,0.59022546,0.6276256,0.70133036,0.7302387,0.7709365,0.74378645
121,0.71065366,0.77565604,0.6971056,0.68189824,0.64975554,0.65394056,0.65308255,0.67972815,0.73608035,0.7554692,0.81566685,0.7161632
122,0.6527108,0.63271445,0.5766073,0.640287,0.60227215,0.52719957,0.51084113,0.55311346,0.651137,0.6606419,0.66971695,0.6709895
123,0.6304022,0.6182995,0.56036776,0.5524917,0.58779866,0.52370745,0.46950388,0.47552618,0.5660763,0.5711324,0.63961655,0.6919212
124,0.64606273,0.54970723,0.53823715,0.5214605,0.5555942,0.549753,0.5612545,0.6137502,0.6582536,0.76594764,0.7593386,0.7052507
125,0.68128896,0.66394633,0.5930783,0.6059925,0.5744512,0.54208696,0.5606343,0.6118937,0.6503796,0.6793381,0.7355038,0.68318933
126,0.65262115,0.6779606,0.63135207,0.60872334,0.5701905,0.5703108,0.5548009,0.5613058,0.6557089,0.6356412,0.6767288,0.6611018
127,0.6480576,0.6277103,0.5695449,0.62734705,0.61462253,0.5752627,0.6484114,0.68071264,0.641388,0.67430353,0.75181556,0.6898715
128,0.65479237,0.66080534,0.64639,0.6453613,0.6103127,0.6343145,0.6602365,0.6432024,0.71457636,0.77043974,0.8056232,0.719615
129,0.717852,0.6217136,0.57681334,0.62072504,0.6169617,0.6455227,0.6396013,0.65567195,0.722359,0.7622752,0.7399007,0.69215435
130,0.63380927,0.6244319,0.5978018,0.6193827,0.5662093,0.57738584,0.60323644,0.61506534,0.6528028,0.6971847,0.7988703,0.7379758
131,0.6931597,0.6943789,0.668231,0.66009057,0.5821988,0.5749596,0.607691,0.6290115,0.73652273,0.8028983,0.7577754,0.6627804
132,0.7171767,0.62093824,0.6395945,0.63196564,0.58107,0.5911529,0.62371325,0.6574341,0.68687594,0.7172486,0.6821781,0.70600015
133,0.7527533,0.6928052,0.6820394,0.62303644,0.6179148,0.65460014,0.69625276,0.730352,0.8109786,0.8273196,0.6744009,0.6476911
134,0.6394553,0.6097947,0.59976864,0.69521874,0.6274646,0.5967484,0.5987265,0.6444702,0.68894064,0.69821364,0.69357604,0.63932794
135,0.6850619,0.6622313,0.5944747,0.6503177,0.6377784,0.591195,0.56368166,0.5830527,0.6618383,0.67857003,0.71449476,0.6749554
136,0.6559627,0.6039602,0.6250305,0.6309618,0.59864163,0.5833102,0.5730242,0.5983243,0.68472743,0.7960583,0.75984246,0.6800718
137,0.6764837,0.6853358,0.6206497,0.6852021,0.66247207,0.61017764,0.5464741,0.5319705,0.57983917,0.61929613,0.6609864,0.66202384
138,0.61741215,0.6548998,0.638889,0.64600104,0.60807526,0.62649006,0.6416088,0.6450581,0.68905663,0.6953281,0.7573039,0.70050645
139,0.69851637,0.6266239,0.6510798,0.6505471,0.64956236,0.654744,0.7030622,0.7459194,0.7334949,0.7496729,0.68442035,0.6885678
140,0.6675656,0.6147575,0.56782556,0.60971564,0.5868523,0.54609007,0.5204355,0.54324806,0.6214357,0.68169105,0.7186877,0.7143275
141,0.69423366,0.5982184,0.59118354,0.6073591,0.63942796,0.6129229,0.5951649,0.6433881,0.68706876,0.7258303,0.7437473,0.74607915
142,0.7060955,0.749608,0.67166954,0.6263422,0.6188624,0.6044546,0.58095604,0.58223003,0.6612108,0.68704563,0.7139792,0.6702001
143,0.7593225,0.7731636,0.69815993,0.6694233,0.6320836,0.65056425,0.62917536,0.59498334,0.630227,0.62925595,0.6465963,0.7234288
144,0.7096788,0.6397907,0.5914059,0.568631,0.5901243,0.57208055,0.5722162,0.63634634,0.7011577,0.7899573,0.7583742,0.7110888
145,0.6848339,0.68621,0.6153589,0.6858648,0.6376169,0.6189243,0.62461,0.6454367,0.74015516,0.771801,0.775051,0.72573733
146,0.71169704,0.7252629,0.67171067,0.66023964,0.62565935,0.5927554,0.5539215,0.5327117,0.57666457,0.61405027,0.60695165,0.6516286
147,0.63498855,0.667001,0.6194913,0.6546666,0.63436705,0.66720843,0.6928575,0.6784598,0.7079621,0.75788563,0.8228026,0.70974714
148,0.7817002,0.71669114,0.59151995,0.6529597,0.6361449,0.5660958,0.5491823,0.53172386,0.615788,0.6786556,0.78125966,0.77367055
149,0.7458112,0.7534221,0.6424593,0.6266013,0.5371616,0.6025871,0.6162852,0.53759253,0.53628045,0.592877,0.63046706,0.60710204
150,0.7215996,0.58609897,0.52654713,0.5662014,0.57513934,0.5410145,0.5270783,0.5515181,0.63858694,0.7422658,0.7999166,0.7439848
151,0.6071987,0.6229781,0.57756984,0.567176,0.59212947,0.60940003,0.57806236,0.62982243,0.7176262,0.8086083,0.84481716,0.66438234
152,0.58604467,0.54846084,0.57487434,0.55649936,0.5446994,0.5823723,0.62973076,0.6706202,0.72375524,0.7851403,0.6629385,0.58293945
153,0.65628755,0.71249396,0.65532315,0.6374004,0.564223,0.583773,0.62739086,0.69866407,0.78577846,0.78022635,0.7989069,0.655202
154,0.6716478,0.6706846,0.64583147,0.6211344,0.573527,0.5620422,0.6359415,0.7061258,0.79249173,0.7855041,0.7190725,0.6074232
155,0.664692,0.7615783,0.6545205,0.60745585,0.5902827,0.5671039,0.5641304,0.5890215,0.70284283,0.7748272,0.79472196,0.6787321
156,0.7155241,0.6764009,0.65190876,0.59166336,0.62542534,0.6677649,0.70847744,0.7931105,0.81126654,0.8415661,0.7368909,0.6618466
157,0.66677916,0.65957695,0.6072907,0.56827015,0.56318045,0.5482647,0.58121294,0.584403,0.6069543,0.6331294,0.6757352,0.63507044
158,0.6891285,0.6421823,0.5634626,0.6012335,0.58413255,0.5246596,0.572175,0.5670202,0.63080055,0.66410196,0.71062833,0.7035369
159,0.6657226,0.58253056,0.57082045,0.5890462,0.60167193,0.63713986,0.68714,0.7054326,0.69110876,0.77167046,0.7287289,0.6932624
160,0.67405736,0.69673526,0.6356256,0.6425454,0.5987217,0.6028179,0.6127513,0.63094515,0.7059686,0.72171897,0.7828392,0.70742863
161,0.7019815,0.7236301,0.6438772,0.64020646,0.585792,0.56637543,0.5915166,0.6477162,0.7142596,0.7223663,0.7637056,0.70882493
162,0.63845617,0.7063441,0.6316314,0.6582847,0.6324364,0.66017056,0.6755494,0.66993153,0.7077868,0.7464467,0.76853365,0.62525237
163,0.6296872,0.62309515,0.6210021,0.5969658,0.6107337,0.5909462,0.5774312,0.6717299,0.7628471,0.757877,0.5948418,0.54872334
164,0.7342608,0.73213524,0.74789333,0.6955732,0.69833595,0.7144864,0.6511955,0.6985572,0.7761265,0.78915364,0.743751,0.6955945
165,0.68301463,0.737628,0.68181676,0.6155378,0.5629006,0.61018234,0.5917233,0.541725,0.60831296,0.6684695,0.7751213,0.70198226
166,0.68836397,0.7586218,0.7059845,0.6387332,0.60387325,0.613524,0.58134764,0.58209425,0.6897624,0.72797173,0.80868584,0.7209882
167,0.6970077,0.69486266,0.6983985,0.6480048,0.58578503,0.64067614,0.6810579,0.6117679,0.65335816,0.70327985,0.7916652,0.77569675
168,0.664217,0.68191284,0.67737037,0.6697121,0.6477891,0.61785513,0.604216,0.6377745,0.7247839,0.8084621,0.8464756,0.7060566
169,0.6639084,0.6085263,0.6104047,0.5737956,0.56200486,0.6070503,0.61816305,0.57381946,0.57822853,0.6257993,0.6744448,0.6942845
170,0.73282206,0.663034,0.67792803,0.6131987,0.59329545,0.5661636,0.56121165,0.6216948,0.6788319,0.7296332,0.61219585,0.60437226
171,0.6511175,0.66373265,0.6372174,0.66467404,0.6283349,0.6649269,0.60969627,0.56024694,0.6159212,0.651848,0.6182752,0.552287
172,0.6327703,0.6920812,0.6819681,0.68176144,0.6599134,0.6510519,0.65527374,0.6560306,0.70558167,0.73480415,0.7598831,0.67045814
173,0.64584124,0.6849925,0.6437439,0.66341096,0.67020714,0.6992414,0.7362416,0.69397545,0.72015476,0.6917675,0.7385874,0.6844555
174,0.69412315,0.71975046,0.6979939,0.7277832,0.6991,0.754036,0.7590889,0.6953374,0.7218363,0.7455024,0.798692,0.7070822
175,0.6554826,0.60996556,0.6594389,0.63545555,0.66060007,0.670431,0.6185159,0.7034984,0.77029794,0.8239025,0.74591744,0.62719166
176,0.63809377,0.6480489,0.6073318,0.5962842,0.6343083,0.62525266,0.6519002,0.6757181,0.71872425,0.7821357,0.75119567,0.5718387
177,0.70395285,0.6605804,0.6809156,0.65955204,0.66941655,0.6878026,0.66740257,0.7281336,0.79258925,0.8239039,0.7699593,0.6459121
178,0.68766975,0.66198146,0.6486016,0.6757802,0.6824406,0.681196,0.6348254,0.6857057,0.73449796,0.7432351,0.66538835,0.6372683
179,0.6640243,0.62847996,0.5991882,0.61196065,0.66815007,0.7290238,0.6368113,0.6624276,0.72823244,0.73250926,0.6707969,0.58606464
180,0.6613622,0.60071534,0.6145354,0.6278691,0.6864655,0.73790336,0.66401106,0.68551946,0.73932856,0.7608803,0.66854304,0.63684654
181,0.5796915,0.5986286,0.599384,0.6425808,0.63284206,0.6608539,0.620263,0.621312,0.7646335,0.7634132,0.78599846,0.6269878
182,0.6603527,0.67850626,0.6424226,0.6547016,0.7029717,0.7047864,0.62887144,0.6571738,0.7949665,0.8433584,0.804093,0.6473156
183,0.6339605,0.6753592,0.63472897,0.64027363,0.6633715,0.6561475,0.6519978,0.6782425,0.77929336,0.8230659,0.87056834,0.68587583
184,0.669424,0.6952405,0.65958184,0.6676874,0.64153636,0.65196335,0.63986975,0.6710857,0.76628226,0.7827811,0.82723165,0.72164994
185,0.63822246,0.5962563,0.5639939,0.54846597,0.58934176,0.6167758,0.55639255,0.5678052,0.59841603,0.66045904,0.68621725,0.62487096
186,0.64364964,0.6167173,0.6520684,0.64642525,0.6060206,0.64580977,0.568174,0.54109824,0.5663375,0.64109373,0.7123536,0.65735656
187,0.546146,0.5653048,0.5280399,0.55390245,0.58685017,0.5418617,0.50964314,0.53466207,0.68786734,0.88125837,0.816381,0.6034334
188,0.61058384,0.6528885,0.6745212,0.6392535,0.60361433,0.61401135,0.61120874,0.63391125,0.7058236,0.71990407,0.7579815,0.6425772
