,path,Emotion,Speaker,Label
107,data/CREMA-D/AudioWAV\1002_IOM_HAP_XX.wav,happy,Women,Women_happy
108,data/CREMA-D/AudioWAV\1002_IOM_NEU_XX.wav,neutral,Women,Women_neutral
109,data/CREMA-D/AudioWAV\1002_IOM_SAD_XX.wav,sad,Women,Women_sad
110,data/CREMA-D/AudioWAV\1002_ITH_ANG_XX.wav,angry,Women,Women_angry
111,data/CREMA-D/AudioWAV\1002_ITH_DIS_XX.wav,disgust,Women,Women_disgust
112,data/CREMA-D/AudioWAV\1002_ITH_FEA_XX.wav,fearful,Women,Women_fearful
113,data/CREMA-D/AudioWAV\1002_ITH_HAP_XX.wav,happy,Women,Women_happy
114,data/CREMA-D/AudioWAV\1002_ITH_NEU_XX.wav,neutral,Women,Women_neutral
115,data/CREMA-D/AudioWAV\1002_ITH_SAD_XX.wav,sad,Women,Women_sad
116,data/CREMA-D/AudioWAV\1002_ITS_ANG_XX.wav,angry,Women,Women_angry
117,data/CREMA-D/AudioWAV\1002_ITS_DIS_XX.wav,disgust,Women,Women_disgust
118,data/CREMA-D/AudioWAV\1002_ITS_FEA_XX.wav,fearful,Women,Women_fearful
119,data/CREMA-D/AudioWAV\1002_ITS_HAP_XX.wav,happy,Women,Women_happy
120,data/CREMA-D/AudioWAV\1002_ITS_NEU_XX.wav,neutral,Women,Women_neutral
121,data/CREMA-D/AudioWAV\1002_ITS_SAD_XX.wav,sad,Women,Women_sad
122,data/CREMA-D/AudioWAV\1002_IWL_ANG_XX.wav,angry,Women,Women_angry
123,data/CREMA-D/AudioWAV\1002_IWL_DIS_XX.wav,disgust,Women,Women_disgust
124,data/CREMA-D/AudioWAV\1002_IWL_FEA_XX.wav,fearful,Women,Women_fearful
125,data/CREMA-D/AudioWAV\1002_IWL_HAP_XX.wav,happy,Women,Women_happy
126,data/CREMA-D/AudioWAV\1002_IWL_NEU_XX.wav,neutral,Women,Women_neutral
127,data/CREMA-D/AudioWAV\1002_IWL_SAD_XX.wav,sad,Women,Women_sad
128,data/CREMA-D/AudioWAV\1002_IWW_ANG_XX.wav,angry,Women,Women_angry
129,data/CREMA-D/AudioWAV\1002_IWW_DIS_XX.wav,disgust,Women,Women_disgust
130,data/CREMA-D/AudioWAV\1002_IWW_FEA_XX.wav,fearful,Women,Women_fearful
131,data/CREMA-D/AudioWAV\1002_IWW_HAP_XX.wav,happy,Women,Women_happy
132,data/CREMA-D/AudioWAV\1002_IWW_NEU_XX.wav,neutral,Women,Women_neutral
133,data/CREMA-D/AudioWAV\1002_IWW_SAD_XX.wav,sad,Women,Women_sad
134,data/CREMA-D/AudioWAV\1002_MTI_ANG_XX.wav,angry,Women,Women_angry
135,data/CREMA-D/AudioWAV\1002_MTI_DIS_XX.wav,disgust,Women,Women_disgust
136,data/CREMA-D/AudioWAV\1002_MTI_FEA_XX.wav,fearful,Women,Women_fearful
137,data/CREMA-D/AudioWAV\1002_MTI_HAP_XX.wav,happy,Women,Women_happy
138,data/CREMA-D/AudioWAV\1002_MTI_NEU_XX.wav,neutral,Women,Women_neutral
139,data/CREMA-D/AudioWAV\1002_MTI_SAD_XX.wav,sad,Women,Women_sad
140,data/CREMA-D/AudioWAV\1002_TAI_ANG_XX.wav,angry,Women,Women_angry
141,data/CREMA-D/AudioWAV\1002_TAI_DIS_XX.wav,disgust,Women,Women_disgust
142,data/CREMA-D/AudioWAV\1002_TAI_FEA_XX.wav,fearful,Women,Women_fearful
143,data/CREMA-D/AudioWAV\1002_TAI_HAP_XX.wav,happy,Women,Women_happy
144,data/CREMA-D/AudioWAV\1002_TAI_NEU_XX.wav,neutral,Women,Women_neutral
145,data/CREMA-D/AudioWAV\1002_TAI_SAD_XX.wav,sad,Women,Women_sad
146,data/CREMA-D/AudioWAV\1002_TIE_ANG_XX.wav,angry,Women,Women_angry
147,data/CREMA-D/AudioWAV\1002_TIE_DIS_XX.wav,disgust,Women,Women_disgust
148,data/CREMA-D/AudioWAV\1002_TIE_FEA_XX.wav,fearful,Women,Women_fearful
149,data/CREMA-D/AudioWAV\1002_TIE_HAP_XX.wav,happy,Women,Women_happy
150,data/CREMA-D/AudioWAV\1002_TIE_SAD_XX.wav,sad,Women,Women_sad
151,data/CREMA-D/AudioWAV\1002_TSI_ANG_XX.wav,angry,Women,Women_angry
152,data/CREMA-D/AudioWAV\1002_TSI_DIS_XX.wav,disgust,Women,Women_disgust
153,data/CREMA-D/AudioWAV\1002_TSI_FEA_XX.wav,fearful,Women,Women_fearful
154,data/CREMA-D/AudioWAV\1002_TSI_HAP_XX.wav,happy,Women,Women_happy
155,data/CREMA-D/AudioWAV\1002_TSI_NEU_XX.wav,neutral,Women,Women_neutral
156,data/CREMA-D/AudioWAV\1002_TSI_SAD_XX.wav,sad,Women,Women_sad
157,data/CREMA-D/AudioWAV\1002_WSI_ANG_XX.wav,angry,Women,Women_angry
158,data/CREMA-D/AudioWAV\1002_WSI_DIS_XX.wav,disgust,Women,Women_disgust
159,data/CREMA-D/AudioWAV\1002_WSI_FEA_XX.wav,fearful,Women,Women_fearful
160,data/CREMA-D/AudioWAV\1002_WSI_HAP_XX.wav,happy,Women,Women_happy
161,data/CREMA-D/AudioWAV\1002_WSI_NEU_XX.wav,neutral,Women,Women_neutral
162,data/CREMA-D/AudioWAV\1002_WSI_SAD_XX.wav,sad,Women,Women_sad
163,data/CREMA-D/AudioWAV\1003_DFA_ANG_XX.wav,angry,Women,Women_angry
164,data/CREMA-D/AudioWAV\1003_DFA_DIS_XX.wav,disgust,Women,Women_disgust
165,data/CREMA-D/AudioWAV\1003_DFA_FEA_XX.wav,fearful,Women,Women_fearful
166,data/CREMA-D/AudioWAV\1003_DFA_HAP_XX.wav,happy,Women,Women_happy
167,data/CREMA-D/AudioWAV\1003_DFA_NEU_XX.wav,neutral,Women,Women_neutral
168,data/CREMA-D/AudioWAV\1003_DFA_SAD_XX.wav,sad,Women,Women_sad
169,data/CREMA-D/AudioWAV\1003_IEO_ANG_HI.wav,angry,Women,Women_angry
170,data/CREMA-D/AudioWAV\1003_IEO_ANG_LO.wav,angry,Women,Women_angry
171,data/CREMA-D/AudioWAV\1003_IEO_ANG_MD.wav,angry,Women,Women_angry
172,data/CREMA-D/AudioWAV\1003_IEO_DIS_HI.wav,disgust,Women,Women_disgust
173,data/CREMA-D/AudioWAV\1003_IEO_DIS_LO.wav,disgust,Women,Women_disgust
174,data/CREMA-D/AudioWAV\1003_IEO_DIS_MD.wav,disgust,Women,Women_disgust
175,data/CREMA-D/AudioWAV\1003_IEO_FEA_HI.wav,fearful,Women,Women_fearful
176,data/CREMA-D/AudioWAV\1003_IEO_FEA_LO.wav,fearful,Women,Women_fearful
177,data/CREMA-D/AudioWAV\1003_IEO_FEA_MD.wav,fearful,Women,Women_fearful
178,data/CREMA-D/AudioWAV\1003_IEO_HAP_HI.wav,happy,Women,Women_happy
179,data/CREMA-D/AudioWAV\1003_IEO_HAP_LO.wav,happy,Women,Women_happy
180,data/CREMA-D/AudioWAV\1003_IEO_HAP_MD.wav,happy,Women,Women_happy
181,data/CREMA-D/AudioWAV\1003_IEO_NEU_XX.wav,neutral,Women,Women_neutral
182,data/CREMA-D/AudioWAV\1003_IEO_SAD_HI.wav,sad,Women,Women_sad
183,data/CREMA-D/AudioWAV\1003_IEO_SAD_LO.wav,sad,Women,Women_sad
184,data/CREMA-D/AudioWAV\1003_IEO_SAD_MD.wav,sad,Women,Women_sad
185,data/CREMA-D/AudioWAV\1003_IOM_ANG_XX.wav,angry,Women,Women_angry
186,data/CREMA-D/AudioWAV\1003_IOM_DIS_XX.wav,disgust,Women,Women_disgust
187,data/CREMA-D/AudioWAV\1003_IOM_FEA_XX.wav,fearful,Women,Women_fearful
188,data/CREMA-D/AudioWAV\1003_IOM_HAP_XX.wav,happy,Women,Women_happy
189,data/CREMA-D/AudioWAV\1003_IOM_NEU_XX.wav,neutral,Women,Women_neutral
190,data/CREMA-D/AudioWAV\1003_IOM_SAD_XX.wav,sad,Women,Women_sad
191,data/CREMA-D/AudioWAV\1003_ITH_ANG_XX.wav,angry,Women,Women_angry
192,data/CREMA-D/AudioWAV\1003_ITH_DIS_XX.wav,disgust,Women,Women_disgust
193,data/CREMA-D/AudioWAV\1003_ITH_FEA_XX.wav,fearful,Women,Women_fearful
194,data/CREMA-D/AudioWAV\1003_ITH_HAP_XX.wav,happy,Women,Women_happy
195,data/CREMA-D/AudioWAV\1003_ITH_NEU_XX.wav,neutral,Women,Women_neutral
196,data/CREMA-D/AudioWAV\1003_ITH_SAD_XX.wav,sad,Women,Women_sad
197,data/CREMA-D/AudioWAV\1003_ITS_ANG_XX.wav,angry,Women,Women_angry
198,data/CREMA-D/AudioWAV\1003_ITS_DIS_XX.wav,disgust,Women,Women_disgust
199,data/CREMA-D/AudioWAV\1003_ITS_FEA_XX.wav,fearful,Women,Women_fearful
200,data/CREMA-D/AudioWAV\1003_ITS_HAP_XX.wav,happy,Women,Women_happy
201,data/CREMA-D/AudioWAV\1003_ITS_NEU_XX.wav,neutral,Women,Women_neutral
202,data/CREMA-D/AudioWAV\1003_ITS_SAD_XX.wav,sad,Women,Women_sad
203,data/CREMA-D/AudioWAV\1003_IWL_ANG_XX.wav,angry,Women,Women_angry
204,data/CREMA-D/AudioWAV\1003_IWL_DIS_XX.wav,disgust,Women,Women_disgust
205,data/CREMA-D/AudioWAV\1003_IWL_FEA_XX.wav,fearful,Women,Women_fearful
206,data/CREMA-D/AudioWAV\1003_IWL_HAP_XX.wav,happy,Women,Women_happy
207,data/CREMA-D/AudioWAV\1003_IWL_NEU_XX.wav,neutral,Women,Women_neutral
208,data/CREMA-D/AudioWAV\1003_IWL_SAD_XX.wav,sad,Women,Women_sad
209,data/CREMA-D/AudioWAV\1003_IWW_ANG_XX.wav,angry,Women,Women_angry
210,data/CREMA-D/AudioWAV\1003_IWW_DIS_XX.wav,disgust,Women,Women_disgust
211,data/CREMA-D/AudioWAV\1003_IWW_FEA_XX.wav,fearful,Women,Women_fearful
212,data/CREMA-D/AudioWAV\1003_IWW_HAP_XX.wav,happy,Women,Women_happy
213,data/CREMA-D/AudioWAV\1003_IWW_NEU_XX.wav,neutral,Women,Women_neutral
214,data/CREMA-D/AudioWAV\1003_IWW_SAD_XX.wav,sad,Women,Women_sad
215,data/CREMA-D/AudioWAV\1003_MTI_ANG_XX.wav,angry,Women,Women_angry
216,data/CREMA-D/AudioWAV\1003_MTI_DIS_XX.wav,disgust,Women,Women_disgust
217,data/CREMA-D/AudioWAV\1003_MTI_FEA_XX.wav,fearful,Women,Women_fearful
218,data/CREMA-D/AudioWAV\1003_MTI_HAP_XX.wav,happy,Women,Women_happy
219,data/CREMA-D/AudioWAV\1003_MTI_NEU_XX.wav,neutral,Women,Women_neutral
220,data/CREMA-D/AudioWAV\1003_MTI_SAD_XX.wav,sad,Women,Women_sad
221,data/CREMA-D/AudioWAV\1003_TAI_ANG_XX.wav,angry,Women,Women_angry
222,data/CREMA-D/AudioWAV\1003_TAI_DIS_XX.wav,disgust,Women,Women_disgust
223,data/CREMA-D/AudioWAV\1003_TAI_FEA_XX.wav,fearful,Women,Women_fearful
224,data/CREMA-D/AudioWAV\1003_TAI_HAP_XX.wav,happy,Women,Women_happy
225,data/CREMA-D/AudioWAV\1003_TAI_NEU_XX.wav,neutral,Women,Women_neutral
226,data/CREMA-D/AudioWAV\1003_TAI_SAD_XX.wav,sad,Women,Women_sad
227,data/CREMA-D/AudioWAV\1003_TIE_ANG_XX.wav,angry,Women,Women_angry
228,data/CREMA-D/AudioWAV\1003_TIE_DIS_XX.wav,disgust,Women,Women_disgust
229,data/CREMA-D/AudioWAV\1003_TIE_FEA_XX.wav,fearful,Women,Women_fearful
230,data/CREMA-D/AudioWAV\1003_TIE_HAP_XX.wav,happy,Women,Women_happy
231,data/CREMA-D/AudioWAV\1003_TIE_NEU_XX.wav,neutral,Women,Women_neutral
232,data/CREMA-D/AudioWAV\1003_TIE_SAD_XX.wav,sad,Women,Women_sad
233,data/CREMA-D/AudioWAV\1003_TSI_ANG_XX.wav,angry,Women,Women_angry
234,data/CREMA-D/AudioWAV\1003_TSI_DIS_XX.wav,disgust,Women,Women_disgust
235,data/CREMA-D/AudioWAV\1003_TSI_FEA_XX.wav,fearful,Women,Women_fearful
236,data/CREMA-D/AudioWAV\1003_TSI_HAP_XX.wav,happy,Women,Women_happy
237,data/CREMA-D/AudioWAV\1003_TSI_NEU_XX.wav,neutral,Women,Women_neutral
238,data/CREMA-D/AudioWAV\1003_TSI_SAD_XX.wav,sad,Women,Women_sad
239,data/CREMA-D/AudioWAV\1003_WSI_ANG_XX.wav,angry,Women,Women_angry
240,data/CREMA-D/AudioWAV\1003_WSI_DIS_XX.wav,disgust,Women,Women_disgust
241,data/CREMA-D/AudioWAV\1003_WSI_FEA_XX.wav,fearful,Women,Women_fearful
242,data/CREMA-D/AudioWAV\1003_WSI_HAP_XX.wav,happy,Women,Women_happy
243,data/CREMA-D/AudioWAV\1003_WSI_NEU_XX.wav,neutral,Women,Women_neutral
244,data/CREMA-D/AudioWAV\1003_WSI_SAD_XX.wav,sad,Women,Women_sad
245,data/CREMA-D/AudioWAV\1004_DFA_ANG_XX.wav,angry,Women,Women_angry
246,data/CREMA-D/AudioWAV\1004_DFA_DIS_XX.wav,disgust,Women,Women_disgust
247,data/CREMA-D/AudioWAV\1004_DFA_FEA_XX.wav,fearful,Women,Women_fearful
248,data/CREMA-D/AudioWAV\1004_DFA_HAP_XX.wav,happy,Women,Women_happy
249,data/CREMA-D/AudioWAV\1004_DFA_NEU_XX.wav,neutral,Women,Women_neutral
250,data/CREMA-D/AudioWAV\1004_DFA_SAD_XX.wav,sad,Women,Women_sad
251,data/CREMA-D/AudioWAV\1004_IEO_ANG_HI.wav,angry,Women,Women_angry
252,data/CREMA-D/AudioWAV\1004_IEO_ANG_LO.wav,angry,Women,Women_angry
253,data/CREMA-D/AudioWAV\1004_IEO_ANG_MD.wav,angry,Women,Women_angry
254,data/CREMA-D/AudioWAV\1004_IEO_DIS_HI.wav,disgust,Women,Women_disgust
255,data/CREMA-D/AudioWAV\1004_IEO_DIS_LO.wav,disgust,Women,Women_disgust
256,data/CREMA-D/AudioWAV\1004_IEO_DIS_MD.wav,disgust,Women,Women_disgust
257,data/CREMA-D/AudioWAV\1004_IEO_FEA_HI.wav,fearful,Women,Women_fearful
258,data/CREMA-D/AudioWAV\1004_IEO_FEA_LO.wav,fearful,Women,Women_fearful
259,data/CREMA-D/AudioWAV\1004_IEO_FEA_MD.wav,fearful,Women,Women_fearful
260,data/CREMA-D/AudioWAV\1004_IEO_HAP_HI.wav,happy,Women,Women_happy
261,data/CREMA-D/AudioWAV\1004_IEO_HAP_LO.wav,happy,Women,Women_happy
262,data/CREMA-D/AudioWAV\1004_IEO_HAP_MD.wav,happy,Women,Women_happy
263,data/CREMA-D/AudioWAV\1004_IEO_NEU_XX.wav,neutral,Women,Women_neutral
264,data/CREMA-D/AudioWAV\1004_IEO_SAD_HI.wav,sad,Women,Women_sad
265,data/CREMA-D/AudioWAV\1004_IEO_SAD_LO.wav,sad,Women,Women_sad
266,data/CREMA-D/AudioWAV\1004_IEO_SAD_MD.wav,sad,Women,Women_sad
267,data/CREMA-D/AudioWAV\1004_IOM_ANG_XX.wav,angry,Women,Women_angry
268,data/CREMA-D/AudioWAV\1004_IOM_DIS_XX.wav,disgust,Women,Women_disgust
269,data/CREMA-D/AudioWAV\1004_IOM_FEA_XX.wav,fearful,Women,Women_fearful
270,data/CREMA-D/AudioWAV\1004_IOM_HAP_XX.wav,happy,Women,Women_happy
271,data/CREMA-D/AudioWAV\1004_IOM_NEU_XX.wav,neutral,Women,Women_neutral
272,data/CREMA-D/AudioWAV\1004_IOM_SAD_XX.wav,sad,Women,Women_sad
273,data/CREMA-D/AudioWAV\1004_ITH_ANG_XX.wav,angry,Women,Women_angry
274,data/CREMA-D/AudioWAV\1004_ITH_DIS_XX.wav,disgust,Women,Women_disgust
275,data/CREMA-D/AudioWAV\1004_ITH_FEA_XX.wav,fearful,Women,Women_fearful
276,data/CREMA-D/AudioWAV\1004_ITH_HAP_XX.wav,happy,Women,Women_happy
277,data/CREMA-D/AudioWAV\1004_ITH_NEU_XX.wav,neutral,Women,Women_neutral
278,data/CREMA-D/AudioWAV\1004_ITH_SAD_XX.wav,sad,Women,Women_sad
279,data/CREMA-D/AudioWAV\1004_ITS_ANG_XX.wav,angry,Women,Women_angry
280,data/CREMA-D/AudioWAV\1004_ITS_DIS_XX.wav,disgust,Women,Women_disgust
281,data/CREMA-D/AudioWAV\1004_ITS_FEA_XX.wav,fearful,Women,Women_fearful
282,data/CREMA-D/AudioWAV\1004_ITS_HAP_XX.wav,happy,Women,Women_happy
283,data/CREMA-D/AudioWAV\1004_ITS_NEU_XX.wav,neutral,Women,Women_neutral
284,data/CREMA-D/AudioWAV\1004_ITS_SAD_XX.wav,sad,Women,Women_sad
285,data/CREMA-D/AudioWAV\1004_IWL_ANG_XX.wav,angry,Women,Women_angry
286,data/CREMA-D/AudioWAV\1004_IWL_DIS_XX.wav,disgust,Women,Women_disgust
287,data/CREMA-D/AudioWAV\1004_IWL_FEA_XX.wav,fearful,Women,Women_fearful
288,data/CREMA-D/AudioWAV\1004_IWL_HAP_XX.wav,happy,Women,Women_happy
289,data/CREMA-D/AudioWAV\1004_IWL_NEU_XX.wav,neutral,Women,Women_neutral
290,data/CREMA-D/AudioWAV\1004_IWL_SAD_XX.wav,sad,Women,Women_sad
