,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
22,0.7744613,0.7862158,0.7996851,0.778157,0.6668673,0.6663859,0.69573987,0.72899085,0.76767415,0.7432455,0.7460836,0.74194455
23,0.7273092,0.7374828,0.7505309,0.75566185,0.6771407,0.6556849,0.683016,0.71546865,0.7018953,0.70826596,0.74200153,0.7350292
24,0.76119536,0.7426054,0.7137686,0.7031999,0.6960944,0.673274,0.63948953,0.67502797,0.69498515,0.6930723,0.7467349,0.77107817
25,0.7336294,0.74044335,0.7270453,0.7333802,0.7129797,0.6449636,0.65694803,0.73023254,0.68273425,0.66232127,0.7125102,0.74414027
26,0.7429623,0.7608808,0.72793,0.71436024,0.67982185,0.69112337,0.67966944,0.7303343,0.74791294,0.72534484,0.72703916,0.71092546
27,0.72274184,0.73238426,0.7568155,0.76534337,0.722784,0.655882,0.6413566,0.67374194,0.6826205,0.6746559,0.69748914,0.7268892
28,0.64178616,0.7030627,0.72929114,0.7663088,0.71296275,0.66344166,0.6573323,0.6432687,0.63222396,0.70637465,0.72381604,0.66150415
29,0.6740375,0.7233882,0.74094945,0.7304198,0.73348945,0.7007538,0.6797601,0.68996,0.67633283,0.6628303,0.67394525,0.6776518
30,0.7138244,0.74868095,0.71727103,0.74004364,0.7390616,0.6762883,0.66136837,0.7201736,0.7498592,0.7423777,0.7541446,0.7425252
31,0.6632189,0.7268128,0.75635046,0.74378824,0.6848287,0.63689667,0.61994255,0.66415083,0.69557804,0.7130343,0.70202535,0.6875234
32,0.6104476,0.6609263,0.6930775,0.7343192,0.7381126,0.70418864,0.6664327,0.7252423,0.70027155,0.6316438,0.64890146,0.65161264
33,0.5815542,0.6318559,0.6313014,0.61100304,0.68842214,0.69431883,0.5763418,0.5395827,0.6013402,0.62187016,0.6360759,0.608807
34,0.6585214,0.70327884,0.6713696,0.7093866,0.7067818,0.7446792,0.70184827,0.6933338,0.7276627,0.72282493,0.7241457,0.66717213
35,0.53882664,0.5705486,0.6060617,0.68216753,0.6921827,0.6461622,0.6493228,0.6758268,0.6889613,0.6181056,0.6303547,0.57895464
36,0.7884001,0.75182617,0.72517097,0.7133056,0.70883244,0.6521034,0.62288916,0.65507287,0.67533994,0.6739496,0.7023613,0.7548808
37,0.6482752,0.66514385,0.6938459,0.7231243,0.6868916,0.68522555,0.70055765,0.7625082,0.75796723,0.693744,0.6519785,0.6705641
38,0.75348717,0.7529662,0.7073944,0.7052601,0.6889162,0.6350163,0.6969659,0.7746773,0.7767499,0.7060774,0.70315254,0.7233098
39,0.7683815,0.742016,0.7237669,0.72364855,0.67114145,0.65112597,0.7276146,0.7521088,0.70396376,0.67813694,0.7206047,0.7658477
40,0.59179443,0.627234,0.6324187,0.6618573,0.75171673,0.72905165,0.6360702,0.6868177,0.7169964,0.67927986,0.64726067,0.60227656
41,0.55470026,0.63200533,0.59692657,0.54923767,0.62770426,0.64384997,0.60136616,0.6747591,0.7038771,0.64057404,0.6284431,0.5569328
42,0.6123556,0.64686334,0.6418221,0.61263436,0.69409966,0.70772606,0.61740315,0.6404801,0.64502496,0.6221954,0.61198586,0.57295114
43,0.5596076,0.6067584,0.6151846,0.5914519,0.62961805,0.70099247,0.66052014,0.6553625,0.67918885,0.6315971,0.59694314,0.6060197
44,0.6431643,0.65194947,0.684428,0.69550574,0.67304087,0.67985684,0.67222637,0.6716704,0.67611605,0.6869371,0.70475084,0.6786002
45,0.6429206,0.6985968,0.7398054,0.7465205,0.6876672,0.65528244,0.7077382,0.71819603,0.6625023,0.6478974,0.6899033,0.6693522
46,0.67158574,0.73057383,0.77937365,0.7635901,0.6703083,0.6136602,0.6391084,0.69846576,0.7063124,0.663599,0.64943445,0.65302896
47,0.7168747,0.7385316,0.74004483,0.7618098,0.7401863,0.68770176,0.67512274,0.7006677,0.69983244,0.6941125,0.70850486,0.68752325
48,0.5561473,0.60418105,0.64006555,0.70667064,0.6697537,0.61215717,0.6396072,0.68992764,0.69693077,0.6708175,0.64208794,0.57352704
49,0.5994115,0.62580645,0.69717324,0.69400525,0.6415605,0.65906984,0.64482963,0.67614377,0.69042134,0.684453,0.6926631,0.67427224
50,0.6891037,0.68590194,0.67491,0.68516654,0.6815863,0.6831783,0.6403877,0.64524335,0.5774021,0.57604635,0.6348555,0.6877132
51,0.64388955,0.656966,0.6952233,0.6980099,0.7000949,0.68908,0.67721534,0.7036796,0.722524,0.7071178,0.7075772,0.71392804
52,0.7482094,0.7975506,0.7885471,0.79471236,0.75261235,0.71298254,0.7320489,0.78791463,0.74813926,0.7446829,0.74780387,0.7223695
53,0.7805509,0.80008006,0.80122507,0.7540253,0.6859436,0.67167664,0.74300945,0.7710048,0.74679244,0.7609509,0.7620734,0.7735094
54,0.7067537,0.74647415,0.79706365,0.78841454,0.7176024,0.6821295,0.6611803,0.6947138,0.69690573,0.67968184,0.7325282,0.75728405
55,0.77188736,0.84140813,0.82808065,0.7729873,0.69879365,0.64901,0.6885289,0.7245844,0.6992742,0.7146169,0.729256,0.71826863
56,0.7220488,0.74826324,0.7677681,0.76799154,0.70903105,0.6792366,0.6852381,0.7376217,0.7532621,0.73607683,0.7492378,0.7046115
57,0.7186215,0.72749317,0.7329905,0.7523849,0.7558567,0.68748254,0.6194908,0.66345364,0.7012876,0.7272505,0.7741621,0.7352383
58,0.70272493,0.73839474,0.7788667,0.7923603,0.7551759,0.7139384,0.6580533,0.69121265,0.6910797,0.7073732,0.7179692,0.6926739
59,0.73378986,0.75062126,0.7164491,0.7278952,0.7335225,0.7051786,0.6860617,0.7478224,0.7833869,0.7615453,0.7056032,0.7151328
60,0.57107294,0.5436829,0.5570021,0.5741402,0.5546783,0.55639386,0.58362824,0.61583805,0.6045913,0.56754,0.5563167,0.5546087
61,0.63679224,0.6421347,0.6493765,0.67114615,0.63986576,0.61414236,0.6349941,0.6864658,0.6918736,0.67116165,0.66896653,0.6475228
62,0.6448217,0.6496944,0.69563526,0.6643451,0.6333964,0.6339413,0.6686433,0.689853,0.6529516,0.6450148,0.6958925,0.68426615
63,0.6419633,0.6518928,0.64874953,0.64409894,0.6457054,0.65577805,0.66012484,0.6527319,0.646643,0.6493437,0.69212544,0.6575467
64,0.65784556,0.5960907,0.60688287,0.6122033,0.5945639,0.61327785,0.59106517,0.626583,0.6577621,0.6636335,0.72379893,0.69548273
65,0.5878753,0.54819185,0.51112473,0.52547246,0.50901496,0.5574585,0.5341369,0.5503669,0.5887279,0.6065042,0.65559644,0.56687343
66,0.5348797,0.52056354,0.48743343,0.46872702,0.4370392,0.4920567,0.5099138,0.54002273,0.52652854,0.5529808,0.5913345,0.5847244
67,0.5915748,0.5801703,0.53722703,0.51813763,0.50727665,0.54338676,0.58993185,0.62805396,0.62489516,0.6452428,0.63004893,0.5935077
68,0.63623726,0.61331236,0.62273806,0.5951672,0.5579915,0.5759727,0.62847614,0.7168898,0.6820693,0.627177,0.639434,0.6637924
69,0.4851601,0.53588843,0.5122093,0.44478896,0.40333527,0.45265162,0.52061355,0.59502596,0.5869967,0.5195145,0.5038892,0.4999427
70,0.5836846,0.55159867,0.5164128,0.4770311,0.45310432,0.46989453,0.53124684,0.57414347,0.60370415,0.59184825,0.5819625,0.6039232
71,0.4798115,0.44527283,0.45652285,0.42407587,0.3813939,0.42183232,0.50497866,0.6496499,0.6054456,0.52655876,0.51783496,0.551847
72,0.70535016,0.653129,0.63251144,0.6294879,0.61346066,0.6704802,0.76345307,0.74511826,0.7199738,0.6861416,0.6999598,0.6959195
73,0.6794481,0.6746298,0.65159917,0.65672076,0.6255109,0.61161584,0.6615732,0.753646,0.7351244,0.6589506,0.6634784,0.6860916
74,0.5705742,0.5509056,0.55769753,0.50787735,0.5019887,0.5751441,0.5982002,0.61434317,0.5791733,0.5227058,0.54092145,0.58391875
75,0.6949857,0.6535072,0.6520174,0.64822775,0.5818156,0.63589764,0.6971178,0.70185715,0.72514373,0.6985546,0.7108053,0.7155018
76,0.5720278,0.54109406,0.5236021,0.5031755,0.51720685,0.52128637,0.54896015,0.61610395,0.5491473,0.53672504,0.5915994,0.5805715
77,0.6723031,0.6366711,0.59790224,0.6112578,0.61363846,0.6049341,0.6648423,0.6768256,0.7120166,0.67516774,0.6563382,0.6695168
78,0.69118947,0.60949206,0.55877763,0.56210154,0.5631914,0.6293412,0.6347922,0.6494266,0.6946869,0.642336,0.62608737,0.62847024
79,0.57355374,0.5247659,0.47070286,0.44443923,0.4382454,0.48150834,0.5419688,0.5494511,0.59185225,0.5450188,0.528956,0.5360995
80,0.44484016,0.40538415,0.4464452,0.4390676,0.38500673,0.40183818,0.42886114,0.52905744,0.6023556,0.5071906,0.50429446,0.4709103
81,0.46727628,0.41847453,0.46643877,0.48626062,0.4555358,0.45021525,0.45958358,0.51498073,0.58226293,0.5531722,0.545874,0.4964484
82,0.49953675,0.44403058,0.41753733,0.48700732,0.43838662,0.39156228,0.41860297,0.5204668,0.64690024,0.5868047,0.5001917,0.46752807
83,0.4975494,0.45184654,0.5184547,0.53699356,0.46211192,0.4840303,0.52952003,0.6542846,0.71698475,0.6061581,0.5620676,0.55027884
84,0.6521971,0.68486106,0.5921872,0.5549,0.5333024,0.49574688,0.49006903,0.5344028,0.56313205,0.5420734,0.5280508,0.58373284
85,0.66794086,0.5742204,0.5302136,0.53886205,0.49240342,0.47715077,0.5310877,0.51520497,0.5093603,0.5345116,0.60915124,0.67861915
86,0.6740855,0.6360056,0.55790454,0.5289637,0.51475745,0.520542,0.51746,0.5485436,0.5795728,0.5590024,0.5836136,0.5997446
87,0.62057525,0.6091987,0.56822217,0.52846456,0.48933762,0.4735142,0.47680098,0.49302176,0.54029256,0.50622773,0.51358765,0.5405854
88,0.58479196,0.5453666,0.53544545,0.5561792,0.58269995,0.5795782,0.56015223,0.5696869,0.5784955,0.56369716,0.5650304,0.5591805
89,0.7185959,0.65623933,0.6521595,0.65511775,0.6916824,0.6866099,0.70651007,0.72599995,0.72284234,0.6563497,0.66758794,0.68578947
90,0.6915311,0.6786082,0.6420388,0.6238788,0.6080939,0.6199233,0.6527543,0.6527569,0.64784414,0.64465296,0.6892369,0.6564865
91,0.6293224,0.57565784,0.5555826,0.5411931,0.5320476,0.5787893,0.6360573,0.583447,0.5625664,0.5754607,0.61723006,0.6259812
92,0.5608906,0.6033055,0.5293154,0.55107826,0.5220949,0.5740381,0.57729125,0.5873913,0.5936711,0.54384553,0.5357457,0.5067153
93,0.57934034,0.58289903,0.57807356,0.5639917,0.5669414,0.5912079,0.6375128,0.61348325,0.5996461,0.55719554,0.5540237,0.5728631
94,0.6507203,0.6463724,0.6703072,0.69456834,0.69682705,0.67671245,0.7477013,0.7131579,0.689332,0.69036555,0.6505162,0.6542137
95,0.5679399,0.56520087,0.58647966,0.59051913,0.55404913,0.53797585,0.59532976,0.630588,0.5791931,0.5245857,0.56678224,0.55224025
96,0.60036236,0.5637748,0.5478166,0.60013807,0.5449936,0.55258083,0.50699157,0.5514175,0.57975125,0.51757926,0.56086373,0.5936295
97,0.52280354,0.4818696,0.5241467,0.5861389,0.542086,0.50462615,0.5330585,0.5755832,0.5485625,0.48482946,0.5583117,0.5649404
98,0.6232926,0.5873253,0.62106127,0.6253093,0.61366665,0.56890863,0.591184,0.6316488,0.61340934,0.5885252,0.6417416,0.6420858
99,0.6200221,0.51082456,0.51774883,0.6314412,0.63492525,0.6054876,0.58165216,0.5864584,0.59345394,0.55657816,0.6298151,0.6833353
100,0.58733225,0.52499497,0.49682868,0.4885425,0.4546466,0.47470018,0.55856866,0.6706689,0.7818444,0.6834985,0.63933796,0.6329997
101,0.5789626,0.5088459,0.4949317,0.49832883,0.45020956,0.45210692,0.5132795,0.6655516,0.6924952,0.6082124,0.6259014,0.6347334
102,0.5926625,0.50280476,0.45083448,0.4650604,0.4577305,0.49220473,0.5805269,0.6001841,0.62918895,0.6125639,0.61451125,0.60778534
103,0.60798526,0.58023334,0.5164208,0.4979651,0.5429035,0.5289775,0.55608875,0.6431646,0.68328464,0.70412093,0.6667714,0.66937214
104,0.5372345,0.48339435,0.47113085,0.49813026,0.49940994,0.51045275,0.5505107,0.54758996,0.56940645,0.5249397,0.51525193,0.52808255
105,0.5482413,0.49046618,0.48282328,0.5172971,0.5255082,0.5578998,0.6025131,0.6123803,0.61730814,0.58556426,0.5781707,0.5675015
106,0.5312397,0.5062688,0.43412533,0.46118063,0.47645587,0.53605187,0.5458252,0.5301706,0.5261849,0.5761851,0.586696,0.5373534
107,0.5874474,0.5547764,0.5075952,0.5383954,0.50450283,0.5514258,0.6298934,0.6027257,0.6221861,0.64647895,0.6267241,0.595961
108,0.5496646,0.47965974,0.4803957,0.5090046,0.5024416,0.5124671,0.5411262,0.56022817,0.5978107,0.5710477,0.5722307,0.57380474
109,0.72307473,0.71902204,0.67520165,0.6591889,0.6581377,0.6714926,0.6860895,0.70651937,0.672314,0.6903542,0.69379985,0.7305042
110,0.6869203,0.6454946,0.54244757,0.5471336,0.5393823,0.5212377,0.5533585,0.6072189,0.59216505,0.6083938,0.6367011,0.6813621
111,0.70544904,0.6649191,0.60835546,0.6484405,0.6272937,0.6176884,0.62736154,0.65085167,0.7163225,0.7517401,0.75615823,0.70596546
112,0.59580034,0.58580256,0.5619765,0.5430775,0.5109853,0.543203,0.5766609,0.58018434,0.58403885,0.58388084,0.6098278,0.63575214
113,0.6691013,0.58612394,0.57310617,0.56360793,0.5818652,0.60099494,0.5813039,0.60535693,0.6132416,0.60485303,0.65598655,0.68904674
114,0.6102835,0.5652995,0.5442652,0.5389662,0.5545863,0.5810489,0.5897587,0.61695504,0.64445263,0.64274776,0.6538461,0.63584
115,0.68857193,0.6203688,0.6136125,0.61897767,0.60608417,0.6246085,0.6316762,0.6368301,0.65012157,0.64816606,0.72250473,0.73633415
116,0.66446114,0.6119397,0.5544549,0.5368033,0.5356753,0.5584491,0.59804416,0.59691614,0.5875084,0.6023511,0.6619324,0.6774501
117,0.786747,0.7149594,0.64632595,0.6421007,0.6087335,0.61960757,0.6636831,0.6820189,0.70746136,0.698252,0.7407146,0.77518773
118,0.7519065,0.7047445,0.6815904,0.6832979,0.6078067,0.58283246,0.6403736,0.6669874,0.68289477,0.70285004,0.7302539,0.73127043
119,0.61708665,0.5923478,0.56581444,0.5763417,0.53108585,0.5343416,0.607244,0.6293601,0.62778187,0.5963905,0.6106626,0.63690746
120,0.66317075,0.67091185,0.6818501,0.70316994,0.70190144,0.6237991,0.5868757,0.62551755,0.6762232,0.6572019,0.67978364,0.68817496
121,0.74570185,0.7829163,0.7454242,0.74104005,0.7221802,0.6749579,0.6966959,0.7143685,0.71886593,0.7533537,0.7618516,0.7621291
122,0.6841116,0.6848393,0.7295899,0.7436638,0.7229046,0.6597101,0.6362421,0.594261,0.62388206,0.6907171,0.6875911,0.7130291
123,0.7299075,0.7222539,0.72192323,0.77928555,0.69615155,0.63856936,0.6271679,0.6462567,0.67497873,0.71243167,0.74383116,0.7538385
124,0.68038166,0.66407555,0.68184185,0.6873437,0.6589009,0.6354882,0.6634572,0.65119743,0.65383166,0.65731424,0.6621556,0.71082455
125,0.5775855,0.5797049,0.5967451,0.5791871,0.5863509,0.5635379,0.60981816,0.6094628,0.5825295,0.58694816,0.58451825,0.62563103
126,0.6858103,0.6536487,0.6476509,0.66623896,0.64937705,0.6466461,0.68024206,0.74323046,0.7802751,0.70328027,0.6800528,0.70180494
127,0.6329775,0.6269192,0.6560196,0.7441937,0.78225017,0.7082356,0.6733755,0.64739496,0.64443094,0.6422189,0.67043763,0.7172085
128,0.5996816,0.6603503,0.6725418,0.7108381,0.70204616,0.65953994,0.66434175,0.69487524,0.6988438,0.5935928,0.5714187,0.5847214
129,0.60157317,0.60264283,0.65453553,0.7063607,0.6957639,0.6181326,0.62350196,0.64655554,0.6382575,0.6449901,0.64492583,0.63675946
130,0.5517896,0.5764719,0.70824546,0.77319044,0.7194226,0.638942,0.63673645,0.62477463,0.6517384,0.71195,0.6988318,0.6110148
131,0.56225914,0.5908804,0.6708268,0.7294871,0.74003154,0.6378614,0.6461703,0.6480295,0.6750564,0.66463715,0.6583396,0.6523851
132,0.59499896,0.58002347,0.64130354,0.75203973,0.7283972,0.6531604,0.6596801,0.65554976,0.7157012,0.7216705,0.63565403,0.63123614
133,0.57169604,0.5875886,0.64233303,0.7033704,0.69671583,0.63365793,0.6277322,0.6228342,0.701091,0.7285266,0.6656126,0.6408392
134,0.5289627,0.5682613,0.5739443,0.5793222,0.55302644,0.53116685,0.59336597,0.59721524,0.61969155,0.6121444,0.568131,0.573887
135,0.4002664,0.4344933,0.48177207,0.4878151,0.50970864,0.47802764,0.51712453,0.58107936,0.5610492,0.54536283,0.4952373,0.4543563
136,0.6687705,0.7119925,0.6519267,0.667126,0.66098386,0.5891405,0.5627931,0.6250991,0.66423446,0.57040215,0.54415095,0.59133446
137,0.6143992,0.64652824,0.66590023,0.68678075,0.59631395,0.543314,0.57160425,0.5876024,0.58275604,0.56960875,0.55084753,0.6092666
138,0.581786,0.65888804,0.6997352,0.7205502,0.65889174,0.60084784,0.55141085,0.5484641,0.5855112,0.62282664,0.6494162,0.6116442
139,0.5874673,0.5729492,0.6576519,0.7036467,0.60171497,0.5596458,0.60916024,0.6406839,0.6747155,0.67375994,0.63874084,0.6302505
140,0.67054373,0.7374414,0.73180884,0.7226362,0.68776965,0.6652207,0.6593105,0.67181075,0.711765,0.7298765,0.7104408,0.681141
141,0.71228564,0.7465522,0.76729774,0.78088903,0.721228,0.6424056,0.6279665,0.6592849,0.66150033,0.68816614,0.73621786,0.7217667
142,0.6647961,0.7241018,0.7322465,0.702766,0.69349605,0.58845866,0.5408002,0.5905168,0.6964788,0.7159972,0.6419283,0.6703488
143,0.7496756,0.74769676,0.75968975,0.74374384,0.72910804,0.69147706,0.6378132,0.62282056,0.65428567,0.67204714,0.6537865,0.725125
144,0.57868654,0.623036,0.67736787,0.70935726,0.68997794,0.6579165,0.63873535,0.673244,0.6541156,0.6487115,0.6308998,0.6127341
145,0.52775925,0.5633688,0.6029047,0.67550516,0.6829276,0.62875617,0.6152139,0.5708294,0.60396665,0.6405161,0.6146961,0.582726
146,0.545525,0.5840254,0.59120554,0.6207482,0.64739954,0.64814323,0.67094797,0.70510876,0.7116977,0.69682086,0.6393662,0.5592199
147,0.47824582,0.5493924,0.57738245,0.555661,0.52448815,0.54212517,0.58516467,0.63038343,0.6387365,0.6352897,0.5795249,0.48747176
148,0.717103,0.7472095,0.7189454,0.7239476,0.72497976,0.7308317,0.74228746,0.745397,0.80082375,0.7749801,0.72946805,0.74932474
149,0.7255275,0.723037,0.74031484,0.6736316,0.6465212,0.6286762,0.66690415,0.690916,0.74378324,0.7385506,0.6857861,0.72224486
150,0.7047233,0.6772298,0.6479131,0.65614,0.64940643,0.61309814,0.6126482,0.61951077,0.66169983,0.70548785,0.75041854,0.7579756
151,0.68421084,0.69617915,0.69810295,0.7183687,0.6724967,0.66153157,0.61602056,0.66489625,0.70195246,0.67206043,0.67506164,0.67876726
152,0.67530376,0.70833796,0.6951581,0.6727912,0.63816386,0.60328346,0.5734343,0.59362966,0.65178293,0.6674692,0.700392,0.73528236
153,0.6396374,0.71224284,0.6828926,0.6579971,0.6386393,0.63912135,0.62528807,0.6401592,0.6961707,0.70029664,0.7047324,0.70768464
154,0.68945616,0.6851563,0.67189,0.70725256,0.65100133,0.61731374,0.6594082,0.7529575,0.79567266,0.7447576,0.71379584,0.67192096
155,0.6002765,0.66515505,0.689543,0.6833968,0.6567595,0.6492029,0.6046964,0.6562189,0.7404269,0.7346772,0.71932876,0.6558594
156,0.71073234,0.7234761,0.70340097,0.7300749,0.74036884,0.6801456,0.67743385,0.7101137,0.7501106,0.7486,0.739719,0.726364
157,0.6116081,0.6291558,0.6838955,0.6947478,0.66416025,0.6269043,0.59136933,0.58516973,0.6652769,0.7342988,0.7125453,0.6774629
158,0.6550281,0.65733635,0.67767274,0.7617398,0.7676993,0.70903593,0.6574818,0.633546,0.6885811,0.69354683,0.69409066,0.7064879
159,0.6225504,0.68570155,0.7626569,0.7801921,0.7153649,0.66117674,0.6620004,0.6704535,0.72617877,0.707984,0.71703905,0.6836849
160,0.5718072,0.6037013,0.7000646,0.74980587,0.7895998,0.7656425,0.72689897,0.71675026,0.72630596,0.7242887,0.65924716,0.618794
161,0.5576159,0.6452493,0.6189324,0.60802156,0.6174092,0.61758894,0.62581015,0.6683744,0.64289016,0.60798717,0.55234647,0.51332885
162,0.59710604,0.6784452,0.733748,0.7188248,0.67382276,0.63526964,0.6445777,0.6788822,0.7365936,0.6699865,0.63154525,0.6035759
163,0.5630062,0.7101875,0.76573735,0.70435244,0.6514492,0.6343738,0.613106,0.6096605,0.637883,0.57355535,0.51845783,0.51184684
164,0.6169676,0.6728064,0.7084357,0.69965154,0.6814903,0.6894974,0.74033487,0.7595962,0.7520668,0.7262699,0.700162,0.6652881
165,0.66564137,0.6989946,0.70195377,0.703911,0.7071642,0.70822775,0.6964965,0.75603926,0.8087598,0.7675515,0.7265892,0.6912943
166,0.6932374,0.7137049,0.70754534,0.6780688,0.66839856,0.65462995,0.6977812,0.76173174,0.8162178,0.8260191,0.77269256,0.7144962
167,0.59940445,0.6453324,0.7066569,0.7299854,0.68401045,0.6481549,0.70018435,0.7025614,0.718688,0.7360462,0.7094774,0.6571001
168,0.68046385,0.67298967,0.7287263,0.7784992,0.7530742,0.7161759,0.72334445,0.723204,0.73419195,0.74544495,0.7376976,0.74048024
169,0.60761887,0.6770952,0.7408635,0.7460571,0.7137832,0.6612022,0.67177683,0.72569835,0.72239256,0.65694624,0.6574587,0.6559705
170,0.66837394,0.74070686,0.72438884,0.71345234,0.67442524,0.6279098,0.6384396,0.651219,0.66560334,0.68005043,0.7086398,0.67686474
171,0.627587,0.6691778,0.69058967,0.6582886,0.65793335,0.67539907,0.6586421,0.6905232,0.68352026,0.7109305,0.7402175,0.69178575
172,0.5937221,0.62198573,0.62777615,0.67045987,0.693226,0.6009719,0.58860976,0.57517135,0.6163397,0.64716274,0.6204483,0.63612247
173,0.6830067,0.6858796,0.74276674,0.8104512,0.7751806,0.7222157,0.7059156,0.6911918,0.69022727,0.7211706,0.6976079,0.7046737
174,0.6895462,0.71817935,0.7770573,0.8205516,0.8173453,0.7071944,0.66617626,0.6413278,0.641876,0.63698035,0.6759792,0.72422445
175,0.6238265,0.6446162,0.6882505,0.71748745,0.648989,0.6355306,0.6376543,0.6303813,0.62173027,0.6144282,0.61862963,0.61940885
176,0.73664486,0.76175314,0.78927916,0.81818557,0.77274567,0.7489619,0.6940871,0.64889675,0.65605134,0.7089576,0.7141867,0.753109
177,0.66663605,0.71877813,0.75169355,0.71209943,0.618587,0.56585395,0.61813396,0.6346144,0.6213103,0.6338019,0.6495678,0.6673613
178,0.7292144,0.73815763,0.72389567,0.7251299,0.64969397,0.6047752,0.666031,0.64459014,0.63907075,0.6672189,0.6446391,0.6967739
179,0.67473954,0.6615368,0.72902834,0.77284086,0.71656036,0.6660348,0.67507344,0.68172073,0.6454639,0.6323639,0.62337494,0.6772077
180,0.5712527,0.53074,0.56673914,0.58458513,0.60668826,0.6410373,0.6299364,0.57281774,0.5656649,0.53629756,0.58431065,0.6098438
181,0.5289261,0.48711437,0.5011166,0.52459365,0.59475154,0.55373037,0.5058871,0.49961424,0.5312548,0.49269187,0.5342539,0.56955963
182,0.48588097,0.48176792,0.45845124,0.44284245,0.42642683,0.48605335,0.49207446,0.5097409,0.5019829,0.4699804,0.45547745,0.47035086
183,0.49112806,0.5007464,0.46427903,0.46899697,0.45475295,0.5103968,0.5116828,0.48852664,0.4832283,0.47971895,0.4772235,0.48349527
184,0.51557636,0.5483062,0.5327893,0.49558938,0.4936554,0.49662715,0.5553745,0.63998,0.6212068,0.5813751,0.5268452,0.5294582
185,0.5052068,0.4710006,0.5005922,0.5973157,0.5175319,0.49927223,0.5291881,0.57489926,0.6613909,0.5887029,0.558751,0.5548581
186,0.5260938,0.50554067,0.45049757,0.46423957,0.43986097,0.39295557,0.42221507,0.43465254,0.5317292,0.56523025,0.49832353,0.5219854
187,0.6677626,0.5717942,0.5340114,0.4941734,0.46250618,0.51029277,0.60764164,0.65957433,0.6319079,0.6398804,0.6726258,0.6782871
