,Speaker,Emotion,Label,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6
10,Men,neutral,Men_calm,-704.6942,69.36788,4.208249,12.464019,5.158593,6.381875,-5.3357525,-4.3550434,-8.794273,-4.4033165,1.8325773,1.6972591,0.12611003,0.6573405,0.6909743,0.75388664,0.7311296,0.69182897,0.6573874,0.62362874,0.6234192,0.62291807,0.6522711,0.73582953,0.7670776,21.863423646955813,13.292756166034408,15.80748326144195,15.249470196584332,16.582691016595952,16.290558557851256,29.10565962661301
11,Men,neutral,Men_calm,-691.31586,65.8337,-4.0371404,15.089721,6.215339,3.4823492,-4.885655,-7.746931,-10.253159,-3.2049906,3.2730875,-0.4671091,-0.753944,0.6686257,0.7589113,0.7823648,0.7524102,0.6992787,0.69927025,0.6897226,0.70814407,0.68637264,0.67649627,0.6887574,0.6360555,20.886203615961463,12.362279184467765,15.062587438242788,15.362838498540569,15.966790458110571,16.58076423272034,29.053854303654777
12,Men,happy,Men_happy,-646.1303,63.436047,-4.7050138,12.907814,3.9263208,-2.5854485,-5.9829063,-6.31169,-11.837653,-2.075405,-1.5885873,-6.506576,0.8948671,0.7634359,0.7909955,0.7639952,0.7747752,0.75906825,0.7099523,0.6728451,0.7028151,0.71980256,0.71623737,0.7267208,0.7358329,20.438453981342757,13.209445547860208,15.881556116819295,14.7340334772256,15.648682850961537,17.983703374229094,29.431443500652332
13,Men,happy,Men_happy,-631.5811,63.322166,-6.1335177,15.783362,6.2134676,-1.2684894,-6.906775,-4.491343,-13.98043,-1.0565223,-0.16201177,-6.0679736,3.1193914,0.7566277,0.7507866,0.75565696,0.7630044,0.7151827,0.7050428,0.68626016,0.71150434,0.71793425,0.7243279,0.7607132,0.763556,20.461024957273384,12.95892192425686,16.12054949036583,14.95491790752602,15.868108477798296,18.27604340436104,28.92219745877177
14,Men,happy,Men_happy,-656.4083,62.542316,-2.6647267,13.251564,1.5033542,0.16120915,-5.986968,-6.960753,-14.088727,-2.994081,2.0577924,-6.692928,1.6364714,0.6947087,0.72512347,0.761116,0.7309394,0.67167133,0.6513334,0.65701246,0.7114888,0.731461,0.72339463,0.74760985,0.73051584,19.931740414920498,13.249044540168033,15.887623773646318,15.4025991735345,16.282452925960943,17.317417806092337,28.895536594111245
15,Men,happy,Men_happy,-652.9287,57.447765,0.027808761,18.713766,2.2407947,0.83782613,-2.91643,-5.8738265,-13.817194,-3.219101,0.24028377,-4.2037735,2.2087371,0.70063275,0.72090435,0.76234,0.75860846,0.67046565,0.642288,0.6477591,0.64382094,0.68408656,0.682456,0.6944311,0.7467009,21.550425219687927,12.987094174134851,16.03174366073687,15.17318171645751,16.458523313451927,18.089505980269703,29.263534727211663
16,Men,happy,Men_happy,-596.79126,49.548428,-6.384744,6.0062265,-1.668014,-0.8125203,-12.428633,-8.426094,-11.485937,-8.588349,-1.0570062,-6.682466,-2.265549,0.64368767,0.7120511,0.749762,0.6989123,0.691005,0.69922835,0.7196467,0.70802665,0.6459667,0.6317881,0.71537024,0.6837445,20.36817657606504,13.82129762099709,16.30908442484365,16.031025663992903,17.012258726873334,16.66560672656044,29.081328118984416
17,Men,happy,Men_happy,-560.09265,55.18311,-11.826186,5.8025937,2.1097965,-1.559523,-11.414464,-7.296623,-14.805033,-7.14044,2.9741204,-7.6017413,-1.9297847,0.6150484,0.6901825,0.6704,0.64930904,0.6923485,0.70621115,0.69734824,0.7392408,0.758525,0.6646767,0.63612056,0.6055117,20.49177239858413,13.725549173551316,16.2095568530871,16.636345261918095,17.220676476570414,17.87352608311733,29.24575965088697
18,Men,happy,Men_happy,-517.99835,48.429356,-10.63123,8.240811,-0.5801833,-1.7672247,-10.825087,-8.834173,-18.274193,-4.522711,-0.3837384,-8.764274,-0.25452137,0.6288621,0.65027124,0.6524169,0.6853126,0.69396746,0.7198304,0.69244766,0.7280076,0.7351136,0.6896701,0.6611574,0.6172889,23.031765429553055,14.846267814416986,17.224076128764533,16.4133058763634,16.992171979132156,18.40838781106457,29.43041439480697
19,Men,happy,Men_happy,-539.44464,50.090363,-9.412655,7.331817,-1.5387505,-2.9151354,-10.203468,-9.21971,-17.610708,-6.740697,-2.1607702,-6.6235013,-0.66119105,0.6903404,0.70457065,0.7236451,0.7037752,0.6883506,0.6849673,0.6721142,0.7172065,0.7076082,0.6460424,0.6326275,0.6640593,23.715727834463728,14.295092774399071,17.405946574725693,16.22805359597811,16.35451378293148,17.975746234724102,29.324004018956256
20,Men,sad,Men_sad,-681.0887,61.20893,-2.3614292,14.609263,6.424041,-2.480571,-2.8604643,-8.270592,-11.429063,-4.0701127,-4.6368127,-1.3228489,-1.2236595,0.7900484,0.79025847,0.77016926,0.7510311,0.6619627,0.60348916,0.63300616,0.68512285,0.69591916,0.7213752,0.74096775,0.7281663,19.302249519791552,11.766468739661269,14.236488789735292,13.845084884810484,15.18254437742224,17.10946073253304,28.848862469638807
21,Men,sad,Men_sad,-699.3178,65.86637,-1.4695123,16.901196,8.154821,-0.10098227,-0.18945947,-7.229146,-10.660558,-5.173815,-2.0920382,-1.6745895,-2.0880594,0.7223813,0.7513312,0.7532259,0.7846728,0.71414715,0.65451646,0.64387023,0.6934913,0.7414636,0.707673,0.6803991,0.64794785,18.979725191023917,12.201432516300668,16.18004309841415,15.061034934110392,15.429360044074604,16.702577770940113,28.942409830750083
22,Men,sad,Men_sad,-735.7175,60.750244,-3.7851462,14.374075,6.250601,-1.4310757,-2.0664592,-7.237083,-11.304369,-3.4978764,-1.3165076,-1.0398875,-1.5937148,0.7744613,0.7862158,0.7996851,0.778157,0.6668673,0.6663859,0.69573987,0.72899085,0.76767415,0.7432455,0.7460836,0.74194455,17.386277948192713,11.267742629969792,14.062368703607769,13.91491932366424,14.236562060342491,16.054685408942508,28.22536246962584
23,Men,sad,Men_sad,-711.96106,59.924423,0.3831924,15.940358,5.673769,0.15352082,0.892265,-7.20391,-12.565257,-3.655406,-2.7092638,-2.145418,-0.353642,0.7273092,0.7374828,0.7505309,0.75566185,0.6771407,0.6556849,0.683016,0.71546865,0.7018953,0.70826596,0.74200153,0.7350292,18.08221288227646,10.959451547484784,14.74789926264566,14.448646332038743,15.274791661194511,16.733776018347058,29.116270385023125
24,Men,sad,Men_sad,-670.11145,62.823074,0.55714226,17.218746,7.4550605,-1.478175,-1.2724336,-7.127525,-9.772373,-1.1520991,-2.7757568,-2.2713854,-0.45928043,0.76119536,0.7426054,0.7137686,0.7031999,0.6960944,0.673274,0.63948953,0.67502797,0.69498515,0.6930723,0.7467349,0.77107817,21.170714302452257,12.697018657083293,15.922353384619262,14.76011459656734,15.548605869104687,17.203320147725215,28.856380473302035
25,Men,sad,Men_sad,-627.64435,51.20387,-5.2075257,10.820925,3.3913436,-3.3029513,-8.9770565,-6.8396683,-15.439201,-4.1348023,-2.5005708,-6.6673713,0.044459533,0.7336294,0.74044335,0.7270453,0.7333802,0.7129797,0.6449636,0.65694803,0.73023254,0.68273425,0.66232127,0.7125102,0.74414027,19.077302923030366,12.806615138387908,15.054409959103964,15.103427956213556,15.617612152319376,16.800916379008633,29.77301227083509
26,Men,sad,Men_sad,-620.41205,55.264126,-6.0008373,13.997068,3.6677697,-2.4729054,-7.08465,-9.022414,-18.741243,-4.6358047,-2.5257583,-7.0122285,0.11720717,0.7429623,0.7608808,0.72793,0.71436024,0.67982185,0.69112337,0.67966944,0.7303343,0.74791294,0.72534484,0.72703916,0.71092546,20.82254117776898,13.065548247627955,16.623646109163563,15.079658462221351,15.484467728484397,18.10665717770665,29.354958707511784
27,Men,sad,Men_sad,-606.1061,51.190697,-4.475018,13.707725,1.9421049,-2.7540147,-7.3613667,-8.506663,-16.334505,-3.4953883,-1.7118579,-5.7450495,0.09307852,0.72274184,0.73238426,0.7568155,0.76534337,0.722784,0.655882,0.6413566,0.67374194,0.6826205,0.6746559,0.69748914,0.7268892,21.23792235078029,13.515404449815223,16.31140012306905,15.051925013104812,15.543834386894025,18.101020921899,29.601784171506445
28,Men,angry,Men_angry,-546.3417,42.903503,-6.4077506,13.032621,-1.7944483,-2.409417,-4.695904,-1.0791731,-12.832335,-4.406177,-1.2240136,-4.4060783,-1.065066,0.64178616,0.7030627,0.72929114,0.7663088,0.71296275,0.66344166,0.6573323,0.6432687,0.63222396,0.70637465,0.72381604,0.66150415,18.888936300311503,12.878978230514978,15.645803643477445,14.826654606890028,16.014689920363054,17.36385878664112,29.537265295666884
29,Men,angry,Men_angry,-526.54034,40.550125,-5.8469234,8.53104,-3.8284836,-3.2202508,-7.4750595,-8.151176,-13.546167,-6.1477165,-4.9182553,-6.246776,-3.8764505,0.6740375,0.7233882,0.74094945,0.7304198,0.73348945,0.7007538,0.6797601,0.68996,0.67633283,0.6628303,0.67394525,0.6776518,18.7737758186694,13.038708397883072,16.307765254754653,14.881717271369256,16.45333397749727,17.24819407322716,29.802563426641576
30,Men,angry,Men_angry,-571.15985,45.756905,-1.8889462,12.214232,-0.7662792,-1.4611002,-5.5919952,-6.3026958,-13.775704,-3.818068,-3.9971755,-4.1060567,-1.3070608,0.7138244,0.74868095,0.71727103,0.74004364,0.7390616,0.6762883,0.66136837,0.7201736,0.7498592,0.7423777,0.7541446,0.7425252,20.186556832422863,12.10278758545432,15.295846460273488,14.822102194924256,16.336761930457637,17.60802851504162,29.38916938019978
31,Men,angry,Men_angry,-531.053,44.653122,-3.24905,8.975468,-0.36828765,-3.1031551,-4.731601,-6.2016907,-15.522319,-4.6229415,-2.943895,-5.428802,-0.06843946,0.6632189,0.7268128,0.75635046,0.74378824,0.6848287,0.63689667,0.61994255,0.66415083,0.69557804,0.7130343,0.70202535,0.6875234,21.90712437374593,13.07849108455529,16.023495456616985,15.111275354307187,16.518197647050833,18.471858574636062,29.43177292120668
32,Men,angry,Men_angry,-349.33228,30.41138,-20.523148,1.3123857,-11.870387,-3.8278084,-13.357002,-13.008143,-14.113651,-7.955347,-6.107919,-4.5124035,-7.5626903,0.6104476,0.6609263,0.6930775,0.7343192,0.7381126,0.70418864,0.6664327,0.7252423,0.70027155,0.6316438,0.64890146,0.65161264,15.187600284491165,16.51146094517682,17.820880735175283,16.899020725903497,17.8004792207742,16.86041112698586,29.627041045514847
33,Men,angry,Men_angry,-368.5743,22.89318,-19.359463,3.8106205,-10.871699,-4.801291,-12.855064,-7.384648,-17.476631,-8.489613,-5.3784003,-7.7502575,-5.437629,0.5815542,0.6318559,0.6313014,0.61100304,0.68842214,0.69431883,0.5763418,0.5395827,0.6013402,0.62187016,0.6360759,0.608807,19.055873013608224,16.400048716706134,18.94224838269371,18.335588573897716,18.24252562891528,17.700670045063095,30.21401097078517
34,Men,angry,Men_angry,-401.70688,30.505062,-16.271894,5.4238043,-7.22892,-3.4187636,-11.863017,-9.063134,-17.432384,-6.1348705,-4.5843263,-8.247122,-3.6859486,0.6585214,0.70327884,0.6713696,0.7093866,0.7067818,0.7446792,0.70184827,0.6933338,0.7276627,0.72282493,0.7241457,0.66717213,17.938693489217815,14.629331839246404,16.44127630395118,17.005631864737424,17.58898593650146,18.073808559589263,29.590463785569103
35,Men,angry,Men_angry,-304.19458,22.833494,-20.766605,-2.4956396,-11.075024,-6.0602098,-17.53963,-11.272037,-16.626715,-8.928222,-2.9648607,-7.903824,-6.503943,0.53882664,0.5705486,0.6060617,0.68216753,0.6921827,0.6461622,0.6493228,0.6758268,0.6889613,0.6181056,0.6303547,0.57895464,17.16971935204648,17.56624818565257,17.65954084328326,18.199798513252315,18.78225937660804,17.909097088598863,29.10753337648305
36,Men,fearful,Men_fearful,-595.5693,58.395145,1.8540379,14.74808,8.114681,-2.0215027,-4.586835,-8.132957,-12.64699,-1.0177996,-2.6425076,0.881149,3.2754881,0.7884001,0.75182617,0.72517097,0.7133056,0.70883244,0.6521034,0.62288916,0.65507287,0.67533994,0.6739496,0.7023613,0.7548808,22.030005791250822,13.826310518308327,17.586990369561377,15.680531333657864,16.51820731161993,18.062998042311648,29.20622842183753
37,Men,fearful,Men_fearful,-603.5112,55.546993,-6.3634696,9.471384,4.0870113,-3.6968248,-8.442776,-11.976026,-16.687145,-3.732369,-3.7408295,-5.8316956,-0.55475825,0.6482752,0.66514385,0.6938459,0.7231243,0.6868916,0.68522555,0.70055765,0.7625082,0.75796723,0.693744,0.6519785,0.6705641,21.17390083557911,14.686890912014388,16.881749739985096,16.23127326142418,17.239119313154106,18.26842683461016,29.44320331246809
38,Men,fearful,Men_fearful,-624.4835,60.616714,7.0847297,19.610245,9.924355,4.6685576,-1.2066212,-4.992039,-8.702972,0.9026997,-0.10747769,0.977409,2.5910144,0.75348717,0.7529662,0.7073944,0.7052601,0.6889162,0.6350163,0.6969659,0.7746773,0.7767499,0.7060774,0.70315254,0.7233098,21.042786187761035,13.349832066018015,16.692452625175786,15.37971386882939,16.06880119073771,17.354497646878645,29.08243698492945
39,Men,fearful,Men_fearful,-624.2697,60.829174,-3.742742,15.80237,6.3617563,0.34993976,-4.3208694,-10.190178,-10.925959,-0.27174252,-1.2894626,-0.8525219,-0.086903766,0.7683815,0.742016,0.7237669,0.72364855,0.67114145,0.65112597,0.7276146,0.7521088,0.70396376,0.67813694,0.7206047,0.7658477,21.398914596606577,14.179569075634362,16.08886764890791,15.379109756564691,16.143449848227373,17.886562796466386,29.960732656576955
40,Men,fearful,Men_fearful,-439.42676,52.822906,-13.1232,5.725411,1.2466224,6.4155464,-6.154188,-11.611235,-15.285753,-1.421226,1.6235893,-3.1532907,-1.0919678,0.59179443,0.627234,0.6324187,0.6618573,0.75171673,0.72905165,0.6360702,0.6868177,0.7169964,0.67927986,0.64726067,0.60227656,18.088552135295718,14.8221995704283,16.54610638048851,16.626864342849466,17.30722198916293,18.25349864202231,29.36523877304624
41,Men,fearful,Men_fearful,-404.2764,43.12468,-17.967274,-2.7864563,1.5000677,0.20250832,-11.827837,-14.612068,-17.648897,-6.861052,-4.892947,-8.805667,-6.802556,0.55470026,0.63200533,0.59692657,0.54923767,0.62770426,0.64384997,0.60136616,0.6747591,0.7038771,0.64057404,0.6284431,0.5569328,17.210848259212217,16.933835248289476,18.531617448145795,18.184181502741332,18.95786540281347,18.496121170554805,29.135122774213816
42,Men,fearful,Men_fearful,-369.8635,39.62853,-15.81711,-0.44455948,-6.1743937,-0.6501305,-10.510261,-17.828594,-18.271336,-8.987494,-4.1960783,-7.476551,-8.196329,0.6123556,0.64686334,0.6418221,0.61263436,0.69409966,0.70772606,0.61740315,0.6404801,0.64502496,0.6221954,0.61198586,0.57295114,16.98939378634381,16.713992029531497,17.55403752525547,18.219797728911832,18.344390686426824,17.994503591533505,28.83988114356192
43,Men,fearful,Men_fearful,-427.36502,45.678745,-15.94953,-0.6474927,-1.2069637,2.482728,-14.023713,-15.020881,-17.594849,-9.059508,1.8709944,-7.0012712,-7.8301105,0.5596076,0.6067584,0.6151846,0.5914519,0.62961805,0.70099247,0.66052014,0.6553625,0.67918885,0.6315971,0.59694314,0.6060197,19.427021883911397,16.840933137191552,18.285439140667183,17.742627488619316,18.498873664956847,18.103883979172885,29.775720527895004
44,Men,disgust,Men_disgust,-647.8857,64.334526,-3.6199791,11.524656,3.4450471,0.94751334,-7.658136,-6.8583255,-14.2240505,-4.097933,-1.1091568,-6.8793383,-2.0611498,0.6431643,0.65194947,0.684428,0.69550574,0.67304087,0.67985684,0.67222637,0.6716704,0.67611605,0.6869371,0.70475084,0.6786002,19.684036247291548,13.379591180245251,15.701743395913809,15.035331442850143,16.26652838149178,16.652438307835684,29.05114046256953
45,Men,disgust,Men_disgust,-626.8025,53.27183,-0.1922346,5.198968,2.9766734,0.0326725,-9.902621,-6.3320465,-13.754279,-4.452126,-0.9991197,-5.919888,-3.745728,0.6429206,0.6985968,0.7398054,0.7465205,0.6876672,0.65528244,0.7077382,0.71819603,0.6625023,0.6478974,0.6899033,0.6693522,19.1032526835124,13.777112006346648,15.405087469957474,15.274339275330703,16.16600901218686,16.73370584248539,29.399660094738017
46,Men,disgust,Men_disgust,-667.7139,71.74298,1.5414014,13.028861,1.3599029,3.883319,-5.252994,-11.68119,-8.863107,-1.5998623,-2.934782,-2.6152387,-1.3883412,0.67158574,0.73057383,0.77937365,0.7635901,0.6703083,0.6136602,0.6391084,0.69846576,0.7063124,0.663599,0.64943445,0.65302896,21.1209593642395,12.195788543338214,15.298227059390143,14.830479044580748,16.70427686535631,17.402342774879912,29.77841548227672
47,Men,disgust,Men_disgust,-669.5406,55.21525,-1.3248003,10.9775305,-0.5819967,4.0443172,-5.807355,-9.683692,-7.853657,-1.0020139,-0.29664087,-3.5719888,-0.88945615,0.7168747,0.7385316,0.74004483,0.7618098,0.7401863,0.68770176,0.67512274,0.7006677,0.69983244,0.6941125,0.70850486,0.68752325,19.99522537885992,12.866693299707732,15.113534331747212,14.790678887241215,16.184531406538287,16.839770396758023,28.972349244103324
48,Men,disgust,Men_disgust,-490.16766,44.43411,-7.4290633,-5.2013955,-9.914325,-1.4521043,-12.061374,-16.900772,-14.3769455,-6.4442525,-4.0134516,-3.9176767,-7.465685,0.5561473,0.60418105,0.64006555,0.70667064,0.6697537,0.61215717,0.6396072,0.68992764,0.69693077,0.6708175,0.64208794,0.57352704,20.113095988402037,15.555430223212609,16.435654628960105,17.008752563104213,18.402574281452,17.228086577230176,29.70954483628375
49,Men,disgust,Men_disgust,-491.31628,35.61806,-9.476309,2.3481905,-9.0929985,-5.8976183,-18.763405,-15.432763,-9.989695,-5.422115,-4.9248886,-5.4783864,-7.286046,0.5994115,0.62580645,0.69717324,0.69400525,0.6415605,0.65906984,0.64482963,0.67614377,0.69042134,0.684453,0.6926631,0.67427224,20.06736284452805,15.005275157140469,16.49863456012377,16.476843974656017,17.000431287788974,16.310630858366256,29.29815255213829
50,Men,disgust,Men_disgust,-521.04474,43.79376,9.018935,-0.14687058,-7.643604,0.9080321,-12.523923,-15.505722,-5.926439,-8.252456,-9.258677,-2.5275187,-8.105757,0.6891037,0.68590194,0.67491,0.68516654,0.6815863,0.6831783,0.6403877,0.64524335,0.5774021,0.57604635,0.6348555,0.6877132,22.70283863954698,15.345047320329344,16.81414909904926,16.529769412750536,18.14641704233231,17.004755724821713,30.36879847162812
51,Men,disgust,Men_disgust,-501.11404,42.599346,-1.3493056,-0.1193402,-4.3794203,-1.486238,-13.832367,-15.04822,-8.73934,-5.164778,-6.869846,-5.706927,-7.4780364,0.64388955,0.656966,0.6952233,0.6980099,0.7000949,0.68908,0.67721534,0.7036796,0.722524,0.7071178,0.7075772,0.71392804,21.869679874495333,13.758357081702616,16.466883251601388,15.847663015593689,17.522950769910157,17.02894564146783,29.18775096986757
60,Women,neutral,Women_neutral,-650.88696,54.811466,-9.415655,8.737362,-4.7161446,-3.440709,-5.684013,-8.289238,-4.2872987,-0.5839201,-5.0302076,-1.6945443,-5.356237,0.57107294,0.5436829,0.5570021,0.5741402,0.5546783,0.55639386,0.58362824,0.61583805,0.6045913,0.56754,0.5563167,0.5546087,17.23243891531063,15.69069043595562,16.679916836752206,15.134850332498557,16.959342763810067,17.00048547877261,28.10770120980888
61,Women,neutral,Women_neutral,-646.173,49.427307,-11.090625,11.785176,-6.1140323,-2.782163,-5.5807495,-7.02509,-3.0729105,-1.6675558,-3.574869,-2.0481231,-5.7755084,0.63679224,0.6421347,0.6493765,0.67114615,0.63986576,0.61414236,0.6349941,0.6864658,0.6918736,0.67116165,0.66896653,0.6475228,16.348079784904854,15.273473846429384,16.601350841271724,15.143043990645692,16.262677098055143,16.1586594135992,28.674661637083226
62,Women,neutral,Women_neutral,-622.73773,51.62893,-10.733811,5.0812383,-5.106305,-2.911272,-6.0192585,-9.093672,-5.539858,-1.6969988,-5.326417,-2.5882556,-6.7006125,0.6448217,0.6496944,0.69563526,0.6643451,0.6333964,0.6339413,0.6686433,0.689853,0.6529516,0.6450148,0.6958925,0.68426615,16.65234583466876,14.766867967948995,15.9384943473099,14.750010320657656,16.419488394875398,16.72703452889769,28.889822828879648
63,Women,neutral,Women_neutral,-638.20654,46.863247,-10.2081375,5.2521963,-6.740145,-4.729086,-6.611048,-10.276888,-6.4051967,-2.9118536,-5.977235,-2.9582925,-8.823288,0.6419633,0.6518928,0.64874953,0.64409894,0.6457054,0.65577805,0.66012484,0.6527319,0.646643,0.6493437,0.69212544,0.6575467,17.037865805929513,15.458779270306405,15.844762976615954,14.794713540651712,16.424170044177963,17.08928219477936,28.101663740099728
64,Women,neutral,Women_calm,-663.485,52.51666,-3.929151,12.229964,-5.046354,-1.3994019,-3.784668,-7.1928005,-3.3398378,-1.7999016,-3.5469081,-3.9210706,-4.864671,0.65784556,0.5960907,0.60688287,0.6122033,0.5945639,0.61327785,0.59106517,0.626583,0.6577621,0.6636335,0.72379893,0.69548273,16.777194199994042,16.37736806089788,18.22759982491205,15.670009717884104,17.228426286675152,16.256912511853546,29.003204327147166
65,Women,neutral,Women_calm,-658.85657,48.35173,-8.860038,9.020869,-6.0316267,-2.496105,-5.041956,-8.881883,-3.4364295,-3.139913,-4.3234463,-6.849558,-5.848874,0.5878753,0.54819185,0.51112473,0.52547246,0.50901496,0.5574585,0.5341369,0.5503669,0.5887279,0.6065042,0.65559644,0.56687343,16.626418328404924,17.29710342715663,17.832860193108637,16.736126634486805,17.96032808945182,16.415873992866842,27.80946758742234
66,Women,neutral,Women_calm,-657.19147,46.24117,-5.8329024,4.6843014,-4.81826,-3.193149,-7.05717,-8.495058,-6.3728952,-2.248451,-6.653977,-4.517245,-7.4011965,0.5348797,0.52056354,0.48743343,0.46872702,0.4370392,0.4920567,0.5099138,0.54002273,0.52652854,0.5529808,0.5913345,0.5847244,17.88137895806428,17.181817631278125,16.905310787164506,15.832477859358354,16.757648684496804,16.84643218357494,26.734685307277356
67,Women,neutral,Women_calm,-649.65686,49.158146,-11.404677,1.7404541,-6.686942,-4.7690425,-8.295969,-11.592744,-6.922735,-3.6700437,-7.5794783,-5.716816,-10.091454,0.5915748,0.5801703,0.53722703,0.51813763,0.50727665,0.54338676,0.58993185,0.62805396,0.62489516,0.6452428,0.63004893,0.5935077,17.809473143527633,16.777036821415,17.325555734378156,15.50221113080422,17.168356025456465,16.64136838285307,27.908632896548124
