,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
42,-336.64685,125.89325,-7.547192,28.395102,-7.957559,11.106615,-10.69478,2.2728212,-10.790285,-6.320522,-11.321699,-0.46956906,-2.1160293
43,-322.87234,130.69736,-14.618741,28.274723,-7.756311,4.6370125,-11.590863,1.7804434,-12.075088,-6.8056893,-10.865937,-1.758665,-3.6216538
44,-362.09738,140.91463,-13.148849,37.562378,-10.851149,10.16164,-10.338292,2.2317796,-9.893429,-6.370659,-11.754891,0.93426687,-1.4930696
45,-419.18936,154.50166,-10.628314,47.496323,-12.780321,22.960064,-16.675951,11.060223,-12.779674,-6.7519116,-6.3981113,-2.2297387,-1.3007418
46,-360.79025,122.72303,-3.228905,35.662956,-3.991079,12.762762,-11.793306,3.6032512,-9.8900795,-9.598049,-9.040426,2.031287,-3.3697748
47,-389.83844,140.76833,-11.174909,45.54622,-13.103814,24.659336,-17.599504,6.638463,-12.965541,-5.027321,-7.981543,-2.587047,-2.0025225
48,-356.7237,125.62569,-8.802593,43.162346,-6.433921,19.050333,-13.772486,3.5073495,-11.585568,-4.6560035,-9.501103,-1.9240781,-3.662889
49,-355.2191,131.43008,-11.1343975,38.94639,-7.6148734,18.660107,-14.786195,3.8281057,-14.417475,-7.223837,-5.736407,0.49735683,-3.8393354
50,-382.96808,140.57599,-6.362359,41.079044,-13.894454,20.385822,-12.914267,0.035799302,-13.147729,-6.6923156,-9.577638,1.585948,-4.283874
51,-415.9985,142.9808,-8.72876,52.693142,-15.154527,29.567888,-16.291033,12.458887,-13.776493,-6.244604,-7.035402,-3.222462,-2.2550523
52,-332.606,128.83107,-2.372704,46.43526,-8.412468,1.5871747,-13.019858,-0.722999,-14.300258,-6.0504093,-14.612667,-2.5377998,-2.4067879
53,-375.4224,139.65721,1.9084651,46.38983,-7.482685,9.411335,-11.622399,1.8432108,-11.939948,-4.030528,-10.048125,-4.45619,-4.9741483
54,-320.4945,122.17375,0.9954225,35.875664,-2.8080728,-0.12836316,-11.94813,-2.6480453,-11.751772,-7.8501554,-13.599,-5.190542,-7.1630893
55,-324.482,129.53772,-4.5321174,40.291485,-9.956102,3.55188,-16.331491,0.2918677,-11.107912,-6.7307835,-15.50376,-2.6954515,-1.3761202
56,-363.98398,135.84387,-3.7464151,47.193348,-7.9145145,5.0373144,-12.4682665,2.4051085,-13.360573,-8.485838,-13.726751,-3.1800113,-3.7326937
57,-397.3066,146.42728,-5.0500236,48.46978,-9.011209,14.08435,-16.015959,6.4292216,-11.434092,-6.072353,-10.457334,-6.7814445,-4.309051
58,-323.19907,123.00697,-4.779895,47.782375,-11.53313,7.411623,-15.406539,-0.6826129,-18.654829,-2.1431239,-11.558034,-4.4730096,-3.0333436
59,-363.10953,129.62111,-0.6629046,47.506474,-10.015556,11.497402,-18.472427,2.7216504,-14.410564,-4.218926,-9.468653,-4.225779,-3.9526072
60,-336.65527,119.57409,1.0955417,40.02043,-7.6096168,8.794561,-13.661111,-2.0914397,-14.7358,-2.9598918,-12.269082,-5.2931232,-4.8101473
61,-360.88547,126.63682,-2.3371942,47.701176,-10.993165,12.845962,-11.540041,-1.1412401,-14.213314,-2.2410176,-12.440297,-4.231307,-3.9258988
62,-383.12552,124.57444,5.9535546,45.72722,-3.1030688,11.317479,-13.712236,-3.8502069,-10.405232,-3.0982695,-13.058256,-4.2982845,-3.3444874
63,-426.20984,147.90715,-9.163375,60.26281,-13.649055,27.061539,-21.57408,9.1449995,-17.634752,-3.0596704,-7.6480613,-5.8958144,-1.3325309
64,-356.5176,134.6294,-25.374533,53.863857,-6.6841135,17.479126,-23.273853,3.1852455,-6.8078346,-2.4934871,-12.956737,1.7138,-5.2833643
65,-345.42224,140.70047,-26.293606,41.2059,-0.77710795,20.276419,-25.25702,-4.8315554,-9.062414,-1.6457038,-11.382436,1.2017018,-4.5319347
66,-347.10434,130.88815,-21.435513,42.401146,-0.63319343,19.303371,-23.029566,2.1947362,-9.0656805,-0.63659537,-11.205152,-3.0226924,-3.0750942
67,-324.64157,121.651505,-12.487903,28.161976,8.996884,7.174014,-18.222122,-2.6980329,-6.5054193,-4.627295,-13.380881,1.8733019,-5.1085253
68,-391.28458,134.91162,-10.2819605,43.14519,3.4008083,16.988733,-13.463633,-3.9631124,-7.5871997,-2.4844358,-8.470365,-0.15702257,-4.9586587
69,-420.39407,138.98026,-16.56805,55.181194,-3.0476575,27.107624,-21.556406,8.271193,-11.307407,-1.1842058,-7.2016096,-3.7235243,-2.8742163
70,-308.46582,101.01454,-13.019885,52.368088,-13.340332,24.15433,-19.65376,0.8184818,-16.468845,-2.2815592,-15.07896,-0.008848553,-2.4899733
71,-353.33252,104.38118,-5.8593445,50.70086,-13.348184,29.266705,-19.407145,4.425937,-13.209081,-1.2168126,-9.301866,-1.2907361,-3.994787
72,-315.76465,93.37033,-1.9182136,33.692924,-5.5916514,18.821121,-16.566034,0.29669642,-14.682431,-3.022185,-10.98635,-1.0228606,-4.849088
73,-333.69446,104.5883,-5.6824083,37.414677,0.3896847,18.832518,-18.379093,0.19323753,-13.100942,-2.8259625,-11.29284,-3.811709,-6.2433558
74,-382.1235,115.24808,-2.2194896,50.568153,-7.1883254,28.273949,-17.350838,1.1792994,-11.613273,-3.593709,-10.900503,-1.9111255,-6.550567
75,-413.0187,126.10523,-3.8423977,55.44485,-9.997173,32.991917,-19.155777,8.017253,-12.427582,-3.6785135,-9.6573305,-3.5293975,-2.5310278
76,-307.98666,119.65099,-15.698618,45.372025,-18.029728,14.501836,-17.450832,0.42472398,-12.731237,-5.10877,-15.254197,0.095454685,-2.5427055
77,-381.0635,129.83093,-10.927284,48.37417,-12.88669,25.980728,-17.007843,6.4390917,-11.624604,-5.870389,-8.992786,-2.4948118,-4.111116
78,-313.15625,109.8349,-4.6731415,30.575584,-7.6153746,11.8938675,-16.507006,-0.28287205,-11.929637,-6.7847385,-11.880167,-0.3648427,-2.118307
79,-319.51123,115.698784,-8.554638,34.507675,-8.04473,12.532497,-14.135316,2.5866783,-13.88525,-5.137896,-12.071116,-3.2141905,-1.9940736
80,-377.69223,132.08347,-9.669078,49.163776,-13.388095,22.464592,-12.503555,1.9765912,-14.59456,-3.9610722,-9.953589,-1.698389,-2.4401941
81,-395.60803,134.89616,-7.615929,46.622192,-8.546975,23.712833,-16.53305,6.872193,-14.08314,-4.091155,-5.111246,-3.231234,-3.6311817
82,-317.1538,89.39189,-26.979013,41.023262,-15.722958,16.357101,-21.331762,6.991485,-6.339019,-3.1843789,-10.073035,0.48767027,-5.9879932
83,-394.5768,127.970505,-21.852734,54.306374,-15.823889,27.900038,-26.3162,9.045853,-7.566358,-0.7564215,-9.547447,-1.4972225,-2.5671964
84,-401.7562,123.27939,-10.7849865,50.55918,-7.823298,23.23522,-17.691114,4.288735,-4.247387,-2.4471653,-12.1211195,-3.484535,-3.4090564
85,-377.06674,113.714836,-12.048628,44.259857,-1.6496392,20.352316,-17.897017,4.093725,-7.657609,-5.2384124,-8.701258,-1.7249875,-6.8998966
86,-431.51678,133.19713,-5.12312,51.804024,-7.591041,24.850773,-18.405632,6.3174386,-6.915036,-5.5569525,-8.609234,-1.0846202,-2.4546628
87,-442.26608,139.64072,-18.031273,63.808548,-9.098391,32.64652,-27.461609,8.315853,-5.021001,-3.8962016,-9.584483,-1.4530642,-2.6741862
88,-378.00357,118.00048,-5.836445,34.13023,-8.50798,19.195473,-11.975776,-1.1202269,-6.679314,-1.370748,-5.6877127,-1.9061723,-7.4614096
89,-354.01044,103.28646,-4.5890427,19.621572,-4.689868,16.325453,-4.7802267,-5.2614856,-7.6991577,-2.9941335,-10.382438,-3.962252,-11.654304
90,-352.10748,106.46819,-5.885124,25.810041,-5.007953,14.042555,-9.319672,-3.8866081,-8.22724,-2.7789943,-8.270622,0.91738665,-5.6961727
91,-456.12555,141.53212,-0.1131897,45.89243,-7.153203,28.942081,-11.066526,7.094241,-6.365662,-4.144497,-6.4566646,-3.5117655,-3.3268127
92,-406.49783,121.47463,-3.6371694,37.394333,-3.2037156,17.849176,-9.038234,-0.3403284,-3.6885374,-4.3458314,-6.933424,1.1999693,-4.8280125
93,-369.1568,115.93458,-12.365602,35.12459,-5.773654,16.679886,-11.666406,0.5460633,-2.8029182,-2.1114116,-8.5952015,-1.225343,-6.7072997
94,-372.43756,104.77676,-7.4570093,33.05058,5.88477,14.412433,-10.22669,-4.7129827,0.0935753,-0.31794053,-11.983016,-1.6400731,-7.1495094
95,-417.7635,124.64875,-3.6924648,36.735317,-0.6074422,24.97715,-13.171938,0.71880513,-1.3259162,-2.6539428,-6.837309,-5.5268154,-7.5077405
96,-418.046,130.15953,-7.3286185,39.525703,-5.3916955,28.444113,-17.475048,2.2667477,-5.937028,-1.1404417,-5.4832025,-2.8399875,-6.515069
97,-342.81262,115.89918,-28.096235,40.38057,-8.467185,15.647402,-17.26204,-4.919107,-3.1023412,1.4085641,-12.985545,-0.9761562,-4.757671
98,-425.76517,128.92102,-2.2376015,43.406178,-4.621843,23.729036,-13.703034,4.3427496,-5.993746,-2.1489787,-6.584374,-3.7981107,-4.852929
99,-405.04523,134.36366,-11.06296,41.842777,-11.049962,22.568594,-12.522456,1.2133193,-8.84535,-0.6963701,-8.481252,-3.269979,-6.0195804
100,-445.61563,134.33032,2.667608,43.964993,-8.9102545,27.889122,-14.090764,4.5122223,-8.238711,-1.8975254,-4.4949226,-5.8784685,-4.3679986
101,-477.60852,155.83586,-12.571864,61.377678,-19.724703,39.9506,-20.891281,13.743488,-12.546898,0.9632293,-3.390191,-5.663434,-2.2344313
102,-475.80408,150.9501,-9.898213,58.60972,-18.33386,42.389675,-20.726004,12.325973,-13.048587,0.86279786,-4.907893,-7.1387973,-4.1198087
103,-471.14496,151.19904,-8.945659,57.241302,-16.759287,37.84207,-18.168463,11.472755,-10.641486,0.3518211,-5.1202955,-6.042707,-2.1011188
104,-318.21124,101.33785,-20.094187,39.85879,-15.021997,14.397858,-13.138604,-2.5724444,-8.197795,-3.7877326,-9.519107,4.0591855,-10.144821
105,-421.7793,127.28836,-5.390557,43.066715,2.0359757,21.403551,-13.210593,0.6782803,-3.669274,-2.7598863,-8.002543,-3.5947907,-5.84095
106,-416.97467,124.3898,9.372822,36.745895,-0.70445794,15.224251,-6.810392,4.2928567,-9.452434,-5.113258,-8.4953985,-4.9182343,-6.9814487
107,-375.0324,119.001816,-12.999849,39.41683,2.4645433,16.661734,-13.100085,-1.4331948,-4.2902036,-5.4395046,-11.414528,-1.8437707,-4.917612
108,-437.21628,137.58524,-3.2846298,48.741833,-3.2621486,24.558413,-15.655238,4.499087,-10.531452,-3.46234,-7.1021895,-5.1150875,-6.4141192
109,-435.33798,140.73041,-3.2087247,45.53129,-3.4994829,24.965714,-15.57519,4.841799,-6.316392,-4.108989,-7.196321,-4.993234,-3.94598
110,-361.28995,117.74013,-17.280657,37.840645,-7.8865514,19.632801,-18.10512,3.7324283,-5.5019765,-3.7441933,-10.051369,-2.453689,-6.2379103
111,-384.77902,127.11052,-21.196068,45.885487,-12.096054,23.341934,-24.199678,6.9089756,-6.8459287,-0.55583674,-8.152804,-1.9813787,-0.33732346
112,-426.35834,134.03954,-9.520211,50.002094,-7.7481084,25.539087,-21.05551,8.348519,-4.954156,-3.92531,-9.706632,-4.0320373,-3.3062394
113,-376.77008,121.88258,-14.934689,38.887268,-3.7274795,22.293348,-18.303434,3.1968973,-4.8487444,-1.493259,-9.432613,-5.965104,-6.1861978
114,-420.94867,136.30472,-14.731866,53.828457,-14.160741,29.053507,-22.836674,8.837869,-6.531854,-2.1376474,-7.722527,-3.350063,-4.0274625
115,-429.9945,135.94229,-12.137622,53.397705,-9.074405,29.246952,-21.309788,9.070388,-5.2809196,-2.423633,-7.117701,-3.6389441,-5.247254
116,-411.09155,127.30982,-7.966069,48.956474,-8.6405115,27.039454,-22.695816,11.308086,-7.6428576,-4.5295177,-11.01306,-5.0327797,-1.5065707
117,-420.22586,129.93527,-11.529827,52.507507,-10.744871,30.096054,-26.621824,10.46892,-9.069,-0.97430366,-7.997085,-3.4006186,-0.048102587
118,-412.27908,123.099464,-2.1197402,46.898743,-5.2084203,23.684996,-19.77086,6.6186666,-6.264382,-4.4472485,-11.483754,-5.203405,-2.612115
119,-376.68155,124.33157,-10.339875,46.253056,-17.52338,24.444124,-24.345701,5.6314397,-14.908083,-3.0160687,-9.715721,-1.2457494,-0.5001655
120,-421.83643,125.597916,-0.42907926,48.98212,-6.6732254,24.506302,-21.0137,7.8575172,-6.1321073,-4.227765,-10.028645,-3.4517498,-3.7126732
121,-462.01395,136.00214,2.999091,53.629093,-9.678814,32.800247,-20.34302,10.723679,-5.722197,-2.7433674,-8.571783,-7.22458,-3.0601263
122,-365.27948,134.79271,-18.264057,37.5902,-21.758831,22.953041,-15.286301,3.9236038,-11.438601,-3.798322,-11.838242,-1.1161549,-4.17782
123,-378.93774,112.3161,5.078155,26.384079,1.5277236,10.914845,-9.559456,-4.724767,-6.7525187,-2.3446429,-9.459395,-0.12838426,-4.2737384
124,-432.69348,136.93932,1.6660684,40.688015,-5.2712793,25.76669,-12.914719,2.9543507,-8.34649,-0.7987566,-7.075228,-4.032697,-3.280953
125,-396.66083,133.65483,-6.721205,35.634197,-11.094889,24.48893,-13.46653,2.089631,-10.918704,-3.3596108,-10.015912,-1.7347997,-2.253028
126,-433.6664,141.18695,-5.4032154,44.9692,-14.258269,29.95672,-13.427411,5.197424,-10.568047,-3.3320894,-5.916762,-1.6983144,-5.7119865
127,-432.54816,138.69656,-6.288499,41.5544,-11.350008,29.968035,-14.272076,2.7501185,-8.362064,-4.846501,-5.5945663,-1.9170357,-7.2057867
128,-368.4022,112.56758,0.91611046,29.789928,-6.605946,16.51617,-12.906139,-1.0873755,-9.130169,-3.460854,-9.630339,-3.6668777,-4.9782443
129,-387.84036,115.436005,-7.7493105,35.260983,-6.067737,22.834156,-14.258296,3.9354339,-6.84775,0.19440939,-8.013733,-5.6313934,-4.3270884
130,-396.17758,124.70685,-16.049946,48.476303,-9.1614685,31.693089,-22.522785,4.3124723,-2.9334466,1.1100671,-13.840001,-8.27272,-3.426336
131,-368.19952,135.79964,-22.481865,39.993546,-11.492229,23.945223,-23.910774,0.13638654,-8.885945,0.6164009,-9.90764,-4.492024,-2.5893044
132,-428.8207,133.70332,0.21793438,41.848995,-8.666453,23.523802,-12.785069,3.7535114,-9.97632,-1.9087838,-6.786342,-5.4562373,-5.7903414
133,-445.61188,144.08861,-10.45619,53.96476,-11.804986,34.89437,-23.284597,8.49117,-9.26604,-1.9858392,-7.103012,-5.827085,-3.5865905
134,-392.58585,125.33903,2.0260737,41.733578,-13.929495,15.750042,-11.783493,-2.7530184,-10.307121,-3.9183192,-9.604096,2.2958167,-3.4895253
135,-381.11987,115.700836,0.3700274,41.289577,-14.796153,15.326635,-10.98668,-0.37453613,-6.3142376,-1.8661444,-10.458902,1.5869775,-4.990948
136,-411.9523,126.34585,6.022418,39.32058,-9.398874,19.098698,-10.74533,2.8363056,-8.786693,-5.1064277,-9.832739,0.2247211,-5.2295237
137,-372.7007,120.740746,3.7803094,35.259724,-13.010154,10.618801,-10.081503,-1.6733778,-9.598813,-6.711138,-11.763971,0.9613854,-8.096943
138,-441.64297,138.21063,1.2871975,46.555645,-10.5677,26.891672,-14.900019,6.1721,-10.2324095,-5.726513,-6.355065,-1.9070424,-4.631647
139,-441.0952,137.50046,5.4736986,40.533836,-6.921971,25.687319,-12.810047,3.4043393,-6.0792723,-5.1577,-7.4404373,-2.5248582,-5.0752487
140,-369.68982,111.19351,3.8966007,33.35131,-16.718197,15.167413,-11.988822,2.7894397,-8.207501,-3.9448223,-13.614088,-3.1435754,-4.813232
141,-390.8662,115.07352,6.624536,39.369675,-9.817371,11.8685,-11.923406,-2.412928,-5.482546,-0.82071996,-11.639481,-0.094292514,-3.078668
142,-414.51498,125.287056,2.8620987,46.07416,-11.7030115,21.833632,-13.280108,3.0832493,-7.2513957,-1.5180565,-11.299691,-5.680363,-3.256645
143,-363.45526,121.84597,-7.8935604,42.141582,-23.736982,18.130404,-16.360048,3.6227639,-9.817417,-2.062576,-14.146179,-4.201256,-3.6784842
144,-428.9154,133.8243,-0.48062536,51.549164,-15.491074,26.281818,-16.273169,6.8640785,-10.5496855,-2.8786473,-10.008682,-2.896569,-2.0427299
145,-418.2656,134.06905,-17.266106,55.197308,-18.16853,33.076942,-19.863081,9.289414,-6.3604445,-0.26580486,-10.704753,-2.041619,-2.9444716
146,-268.1484,83.31755,-43.764294,36.8379,-18.880964,13.975349,-24.615807,6.363126,-8.908338,-2.798377,-13.493123,2.4559247,-2.5826073
147,-413.34088,131.91551,-13.287646,49.845196,-12.010681,29.762295,-25.118454,12.18687,-8.645512,1.6456907,-9.016355,-6.211642,-0.9665538
148,-304.74265,99.29299,-24.86904,34.823517,-5.473902,12.819893,-24.357096,-3.1072502,-1.9212588,-0.5028445,-12.820457,-1.8775649,-3.578661
149,-290.78534,108.48881,-33.028847,42.13712,-16.419209,16.492666,-27.357182,4.825512,-12.160748,-3.9196126,-14.965592,0.03005897,-5.4134183
150,-353.16736,119.65605,-24.35464,43.84746,-7.282284,17.910294,-25.321964,3.8266108,-4.1569033,1.5593233,-11.29854,-3.2548747,-1.5119181
151,-362.59766,102.520874,-8.443223,43.216194,-11.416161,26.53451,-22.694923,6.286263,-10.032689,2.1744668,-9.976898,-5.1625767,-2.5244217
152,-352.67184,93.547226,-4.3740134,42.9536,-10.335789,24.169096,-22.656778,10.494843,-11.572478,1.3851459,-10.2097845,-3.1928067,-1.9551444
153,-414.33377,122.838715,-8.819418,57.13681,-14.967006,35.836918,-27.298807,14.075018,-13.018636,0.9430073,-9.401433,-6.97512,-0.6134194
154,-359.6532,107.63403,-14.699273,48.454334,-14.779316,29.470112,-26.471724,9.513769,-13.981875,1.2508706,-12.078753,-5.410931,-3.699646
155,-427.96503,121.193855,-4.0946746,56.673042,-14.020322,34.381702,-24.542412,12.418478,-12.565888,-0.62041694,-8.778566,-6.818122,-1.4283384
156,-451.116,135.0453,-12.968599,64.7768,-20.814249,45.137882,-31.609953,18.81797,-14.460714,2.9784899,-8.290083,-7.9637675,-0.14866479
157,-290.2391,91.50814,-17.573082,37.13508,-22.734272,16.12977,-15.285972,4.748955,-13.30432,-1.0462538,-11.823113,0.0111552505,-3.2982914
158,-304.84625,83.61443,-19.013538,34.153576,-10.306955,12.078118,-14.938513,2.3760548,-7.4826183,3.7671852,-10.296735,-1.4939986,1.0264213
159,-394.06958,114.433304,2.2566783,33.60884,-4.4824834,22.732141,-13.545105,4.1325874,-7.009744,0.5930886,-9.216849,-4.6789417,-2.7396603
160,-376.3187,121.405754,-12.691901,46.03561,-16.231691,24.776087,-19.808985,7.522909,-10.961971,-0.5480938,-11.106411,-5.0072308,-3.14069
161,-418.03455,130.18085,-6.3633957,47.25255,-15.34254,31.956726,-19.17951,8.728348,-10.05481,-1.9221066,-10.515183,-5.435144,-2.5474572
162,-439.65616,138.6059,-11.286486,58.588898,-23.716074,39.548084,-22.143871,15.567674,-13.672656,1.2708979,-9.584244,-5.393032,-2.280967
163,-328.16388,81.86969,-11.926028,33.657146,-8.614265,8.897305,-14.79522,5.758482,-7.916217,-4.666958,-8.02157,-4.1239705,-7.491202
164,-450.12906,145.97093,-15.893935,58.861565,-13.949818,30.987204,-28.487495,17.868935,-8.815156,-2.776188,-6.2650447,-3.8426523,1.1100534
165,-437.39413,129.75237,-2.4342446,51.789238,-5.7981772,23.52843,-19.18352,8.475232,-7.0695324,-4.0417886,-6.8519206,-3.0714345,-2.2904723
166,-410.8085,125.38298,-4.888328,45.197063,-1.4660299,14.798508,-17.568956,5.512338,-6.9224405,-4.1460824,-7.634184,-3.6128795,0.019602837
167,-414.06274,128.56061,-8.056187,47.016743,-8.341832,19.709799,-25.121536,9.392137,-3.6195052,-1.6253157,-8.17867,-3.0096614,-1.0383464
168,-454.41763,139.9126,-5.7068696,55.18186,-9.404987,27.175297,-21.424465,11.288559,-5.445853,-1.8607581,-6.7619195,-4.2744193,-0.64008737
169,-301.68698,83.72388,-28.52341,16.284931,-15.762532,14.848164,-12.796302,5.6270695,-10.526097,-5.6128974,-7.3194637,-0.876638,-0.7466495
170,-358.5519,115.28488,-8.487671,23.051353,-7.9078937,17.794239,-8.529743,3.9631822,-8.071839,-2.8529096,-4.060792,-0.7783098,-6.6479697
171,-329.8953,104.95975,-11.147165,22.478428,-8.652004,15.662585,-10.4522915,4.2513776,-8.751137,-3.9518313,-6.89932,-0.8630434,-6.276628
172,-412.13266,133.7283,-7.568336,38.508015,-7.2074604,23.501911,-16.352903,9.953695,-7.13078,-2.5339181,-4.147709,-0.8343707,-3.1238804
