,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
34,-401.70688,30.505062,-16.271894,5.4238043,-7.22892,-3.4187636,-11.863017,-9.063134,-17.432384,-6.1348705,-4.5843263,-8.247122,-3.6859486
35,-304.19458,22.833494,-20.766605,-2.4956396,-11.075024,-6.0602098,-17.53963,-11.272037,-16.626715,-8.928222,-2.9648607,-7.903824,-6.503943
36,-595.5693,58.395145,1.8540379,14.74808,8.114681,-2.0215027,-4.586835,-8.132957,-12.64699,-1.0177996,-2.6425076,0.881149,3.2754881
37,-603.5112,55.546993,-6.3634696,9.471384,4.0870113,-3.6968248,-8.442776,-11.976026,-16.687145,-3.732369,-3.7408295,-5.8316956,-0.55475825
38,-624.4835,60.616714,7.0847297,19.610245,9.924355,4.6685576,-1.2066212,-4.992039,-8.702972,0.9026997,-0.10747769,0.977409,2.5910144
39,-624.2697,60.829174,-3.742742,15.80237,6.3617563,0.34993976,-4.3208694,-10.190178,-10.925959,-0.27174252,-1.2894626,-0.8525219,-0.086903766
40,-439.42676,52.822906,-13.1232,5.725411,1.2466224,6.4155464,-6.154188,-11.611235,-15.285753,-1.421226,1.6235893,-3.1532907,-1.0919678
41,-404.2764,43.12468,-17.967274,-2.7864563,1.5000677,0.20250832,-11.827837,-14.612068,-17.648897,-6.861052,-4.892947,-8.805667,-6.802556
42,-369.8635,39.62853,-15.81711,-0.44455948,-6.1743937,-0.6501305,-10.510261,-17.828594,-18.271336,-8.987494,-4.1960783,-7.476551,-8.196329
43,-427.36502,45.678745,-15.94953,-0.6474927,-1.2069637,2.482728,-14.023713,-15.020881,-17.594849,-9.059508,1.8709944,-7.0012712,-7.8301105
44,-647.8857,64.334526,-3.6199791,11.524656,3.4450471,0.94751334,-7.658136,-6.8583255,-14.2240505,-4.097933,-1.1091568,-6.8793383,-2.0611498
45,-626.8025,53.27183,-0.1922346,5.198968,2.9766734,0.0326725,-9.902621,-6.3320465,-13.754279,-4.452126,-0.9991197,-5.919888,-3.745728
46,-667.7139,71.74298,1.5414014,13.028861,1.3599029,3.883319,-5.252994,-11.68119,-8.863107,-1.5998623,-2.934782,-2.6152387,-1.3883412
47,-669.5406,55.21525,-1.3248003,10.9775305,-0.5819967,4.0443172,-5.807355,-9.683692,-7.853657,-1.0020139,-0.29664087,-3.5719888,-0.88945615
48,-490.16766,44.43411,-7.4290633,-5.2013955,-9.914325,-1.4521043,-12.061374,-16.900772,-14.3769455,-6.4442525,-4.0134516,-3.9176767,-7.465685
49,-491.31628,35.61806,-9.476309,2.3481905,-9.0929985,-5.8976183,-18.763405,-15.432763,-9.989695,-5.422115,-4.9248886,-5.4783864,-7.286046
50,-521.04474,43.79376,9.018935,-0.14687058,-7.643604,0.9080321,-12.523923,-15.505722,-5.926439,-8.252456,-9.258677,-2.5275187,-8.105757
51,-501.11404,42.599346,-1.3493056,-0.1193402,-4.3794203,-1.486238,-13.832367,-15.04822,-8.73934,-5.164778,-6.869846,-5.706927,-7.4780364
52,-660.7038,53.3336,-0.7949042,8.585911,4.159752,-2.174864,-6.3792624,-6.273192,-10.068005,-5.5550942,-0.59251565,-4.991651,-1.1323093
53,-684.0049,53.245083,-3.8240516,10.863383,6.459986,-1.764188,-6.6902785,-5.712965,-10.270371,-1.2466351,-1.4201653,-5.5388427,-0.7631959
54,-661.698,56.715385,-0.4771479,13.324948,3.0821438,-0.7248457,-4.3347683,-6.946838,-11.404601,-2.214427,-1.1596665,-3.4503157,-2.2881184
55,-666.63245,49.67482,-2.2012174,8.59013,-0.8570665,-3.5239503,-4.7076893,-6.8314033,-9.854805,-5.080924,-1.3115125,-6.220011,-1.3090925
56,-605.4552,51.44182,-5.82089,8.970382,3.7160833,-2.2610714,-8.388425,-5.9210763,-11.399495,-4.341223,0.05302762,-7.4543834,-0.24497002
57,-553.4349,42.34179,-5.6205363,7.7216306,-0.33795834,-2.9505706,-7.043262,-7.178858,-11.853999,-6.2996254,-1.6240135,-6.278171,-2.295075
58,-592.73694,45.527775,-4.781423,8.121533,0.16488324,-3.7623193,-7.1293106,-9.040397,-15.125156,-2.1820283,-3.1337655,-5.3058157,-1.3364409
59,-573.5985,47.206623,-5.934521,6.4938135,-0.93886185,-0.33881804,-8.983735,-9.345156,-11.675053,-4.897145,-1.7663746,-5.3970847,-2.1397543
60,-650.88696,54.811466,-9.415655,8.737362,-4.7161446,-3.440709,-5.684013,-8.289238,-4.2872987,-0.5839201,-5.0302076,-1.6945443,-5.356237
61,-646.173,49.427307,-11.090625,11.785176,-6.1140323,-2.782163,-5.5807495,-7.02509,-3.0729105,-1.6675558,-3.574869,-2.0481231,-5.7755084
62,-622.73773,51.62893,-10.733811,5.0812383,-5.106305,-2.911272,-6.0192585,-9.093672,-5.539858,-1.6969988,-5.326417,-2.5882556,-6.7006125
63,-638.20654,46.863247,-10.2081375,5.2521963,-6.740145,-4.729086,-6.611048,-10.276888,-6.4051967,-2.9118536,-5.977235,-2.9582925,-8.823288
64,-663.485,52.51666,-3.929151,12.229964,-5.046354,-1.3994019,-3.784668,-7.1928005,-3.3398378,-1.7999016,-3.5469081,-3.9210706,-4.864671
65,-658.85657,48.35173,-8.860038,9.020869,-6.0316267,-2.496105,-5.041956,-8.881883,-3.4364295,-3.139913,-4.3234463,-6.849558,-5.848874
66,-657.19147,46.24117,-5.8329024,4.6843014,-4.81826,-3.193149,-7.05717,-8.495058,-6.3728952,-2.248451,-6.653977,-4.517245,-7.4011965
67,-649.65686,49.158146,-11.404677,1.7404541,-6.686942,-4.7690425,-8.295969,-11.592744,-6.922735,-3.6700437,-7.5794783,-5.716816,-10.091454
68,-644.4617,43.892715,-6.17911,8.142857,-6.478417,-4.6782737,-4.4029903,-7.6497564,-6.631287,-1.933306,-4.999675,-6.3571053,-5.446917
69,-654.94727,46.60622,-9.203026,7.763459,-8.2052355,-2.377125,-5.512875,-9.178723,-5.2605796,-3.3639588,-3.1236029,-7.268802,-6.322726
70,-651.76166,41.654034,-7.1342964,1.3726699,-7.817509,-2.1355243,-9.236521,-11.093529,-8.5989,-2.4836564,-7.575759,-8.154435,-8.524458
71,-657.49426,47.748768,-5.376335,3.5762157,-6.7308083,-1.4113301,-8.252039,-9.882028,-6.804762,-0.9063895,-6.4055796,-8.362635,-8.921062
72,-584.98193,43.49735,-21.613512,8.840687,-7.1847095,-5.8508253,-4.939766,-12.593667,-4.7779684,-3.069792,-5.816687,-2.4290986,-8.7826395
73,-604.8968,45.431297,-18.239317,12.399058,-6.7792864,-6.2503557,-4.8959746,-12.205088,-3.9252105,-3.7932808,-6.648871,-1.5089439,-8.131905
74,-597.07983,42.59051,-21.175423,5.6965714,-8.307208,-6.419817,-9.269518,-14.62238,-5.377409,-3.3579507,-8.641006,-2.172933,-10.428897
75,-593.2368,46.83099,-15.85643,8.831805,-6.5239244,-5.7551813,-8.941295,-12.571816,-3.4212275,-1.8476434,-7.425349,-1.6756238,-8.783872
76,-485.7631,32.564266,-30.229746,7.220267,-11.697917,-14.50974,-7.157026,-15.302263,-4.2934856,-7.598069,-9.714729,-1.8769459,-11.951105
77,-484.05106,36.137093,-31.03271,6.368518,-9.820409,-15.266207,-8.6173315,-13.688791,-5.406814,-5.569201,-9.62315,-0.32481,-11.087545
78,-534.58813,38.326298,-23.210785,4.8782287,-6.7186866,-11.688891,-12.039904,-14.707695,-4.393068,-3.4077709,-11.876591,-1.9585087,-11.026934
79,-535.76544,36.59592,-22.95475,4.3493896,-8.955843,-12.38288,-9.473108,-14.072242,-6.5938363,-5.6398363,-11.277911,-1.5097876,-12.058821
80,-676.3024,52.98468,-10.125589,7.553022,-6.3764544,-4.1781006,-7.0682874,-10.334011,-6.4553986,-3.668562,-5.264068,-5.192524,-5.3211255
81,-668.92224,55.75881,-10.189733,9.236055,-5.7070374,-2.9092658,-5.037942,-8.864873,-6.852291,-1.2673047,-5.5656886,-3.4122162,-5.800645
82,-655.3415,43.67786,-5.218918,4.6036606,-5.1560073,-4.3768125,-9.468041,-11.186405,-4.6684284,-2.7140481,-6.6078997,-3.335372,-6.870284
83,-677.4653,44.890083,-6.0308323,7.0383196,-3.464866,-3.586947,-7.290988,-9.730349,-5.93386,-0.38581604,-6.3672686,-3.241709,-6.4047236
84,-660.632,47.767834,-10.136257,6.3656735,-9.269877,-6.1767473,-10.420731,-13.701457,-9.670953,-3.7259302,-8.182416,-2.2050087,-7.310877
85,-678.2814,54.174164,-5.932104,8.357221,-5.2659736,-4.16512,-10.403088,-11.6405115,-9.475466,-3.1103895,-7.203176,-2.9418533,-7.073263
86,-662.81335,44.247375,-6.596105,4.502158,-6.5919714,-4.4425755,-11.3683815,-14.228846,-10.855096,-4.383649,-8.694472,-3.686016,-9.680868
87,-660.66174,44.72814,-7.225119,5.458318,-5.669271,-6.8396273,-12.82438,-13.459359,-9.2150545,-2.4328973,-10.154377,-3.5748544,-8.822795
88,-562.73615,44.10544,-10.6997795,6.3714294,-6.6138616,-4.3920217,-3.9863493,-9.935482,-4.7145042,-1.9718877,-3.2711892,-2.0595431,-5.12332
89,-532.2975,42.717583,-17.331503,7.813206,-8.50689,-4.280996,-5.7889214,-10.066203,-3.0511558,-0.46559724,-2.5434763,-1.6033281,-4.46429
90,-573.49945,46.20469,-10.169036,4.6500525,-8.68412,-3.129832,-5.577644,-10.671836,-5.9722543,-1.6526487,-6.107992,-2.0806262,-7.392075
91,-562.6179,41.796906,-16.12536,4.2044134,-11.664732,-6.5105143,-5.6719055,-12.340054,-6.299266,-2.249969,-5.676751,-2.0664127,-8.794099
92,-443.62094,30.320278,-23.778652,3.3619385,-15.067614,-7.6315374,-3.0038416,-13.512603,-2.783746,-4.23014,-4.1299906,-2.8779502,-7.3550873
93,-468.1172,33.57677,-24.631948,3.362063,-15.354207,-6.833356,-0.16274174,-12.432515,-4.4426513,-4.392281,-4.002981,-1.6553297,-8.596327
94,-422.81915,26.026506,-31.10443,-4.063786,-18.762997,-12.287956,-4.5384393,-17.901112,-7.6936593,-6.929589,-8.543619,-4.2587194,-11.721239
95,-416.50317,24.154707,-31.213707,-1.7833328,-19.540026,-10.869597,-3.7596684,-16.692081,-6.525338,-6.4464064,-8.498057,-4.2625403,-12.149719
96,-568.453,33.78707,-26.661388,5.268116,-12.740525,-9.301659,-9.053096,-14.913774,-6.599835,-6.9515753,-6.903594,-4.915564,-5.464955
97,-569.5748,33.871086,-26.092636,2.2767718,-11.48383,-8.557249,-7.6728516,-16.266459,-7.1057024,-5.636946,-7.5076394,-4.8900285,-6.32459
98,-566.279,31.739712,-25.009493,2.7551727,-9.914204,-8.548383,-10.887059,-15.915459,-5.7238154,-3.157686,-9.436556,-3.2661927,-7.2694144
99,-570.2423,29.644209,-28.982494,-0.7598606,-9.378435,-10.253148,-14.022279,-18.755642,-5.1641397,-3.2630396,-10.700116,-5.4496183,-5.327719
100,-517.78326,21.455229,-32.446293,-0.038009644,-15.533301,-12.393942,-9.043712,-15.239043,-7.2055097,-2.4675486,-10.627948,-4.837617,-6.8406506
101,-494.808,18.516773,-30.533663,-0.26348022,-14.260017,-13.471564,-8.30268,-15.065699,-8.7528515,-4.1296277,-11.068532,-2.666867,-5.3389587
102,-492.42694,16.005924,-27.474258,-4.505616,-12.377764,-12.231945,-9.055265,-13.052566,-7.3929677,-5.26946,-10.991097,-4.056186,-7.79785
103,-484.65524,20.500347,-26.618324,-3.0705965,-12.157431,-10.106901,-11.955374,-15.811394,-5.9152184,-2.5364397,-10.735476,-2.8726811,-5.970009
104,-632.8506,51.545002,-12.6695385,7.163704,-8.598198,1.2672943,-9.32365,-11.789904,-4.2885947,-0.95365876,-5.6046815,-0.96372575,-5.877238
105,-644.5433,58.015022,-13.685371,9.3478565,-10.01849,0.16986881,-8.560241,-13.0454035,-6.8416023,0.34546384,-6.6405396,-2.5094943,-7.9674087
106,-617.88605,51.769234,-9.192073,4.3796687,-5.6958942,-2.407348,-8.336154,-12.726074,-6.023577,0.013182314,-9.183942,-1.627621,-8.431727
107,-629.6574,49.844067,-14.724612,5.773483,-8.275603,-4.8849463,-10.119399,-14.96212,-4.3562784,0.070116155,-10.617073,-1.612358,-9.774031
108,-575.4601,44.807034,-17.329597,5.1318436,-14.280791,-3.6686273,-8.182659,-14.065144,-6.75699,-0.735754,-8.85086,-3.090493,-7.650812
109,-574.3785,46.358944,-12.410593,6.2100105,-12.026472,-1.7450234,-5.7356105,-11.182919,-5.9535108,0.43213716,-5.8319693,-2.4103415,-6.970483
110,-549.9685,47.358253,-15.603304,-0.43386734,-11.6194105,-4.9555616,-13.298955,-15.478208,-5.604908,-2.4605863,-11.457274,0.139263,-9.4736595
111,-558.1919,46.444458,-16.041838,1.2929624,-10.725398,-5.0657015,-11.547784,-13.368691,-6.235929,-0.49505678,-8.926106,1.2222434,-9.499559
112,-578.30707,38.90198,-14.954568,10.497827,-7.7063246,-6.909301,-3.5080743,-5.5305448,-3.5088956,-3.2169719,-4.501535,-4.3598266,-3.6524029
113,-604.192,40.71164,-18.15443,5.274613,-7.4432287,-6.2393174,-3.7710927,-7.5516763,-6.35486,-4.550044,-7.172849,-2.8320222,-5.6790476
114,-599.69946,40.468006,-14.36001,3.8468413,-8.391303,-6.502835,-4.536202,-9.7674055,-4.790007,-3.4295464,-8.367629,-3.1576557,-8.627603
115,-587.05023,40.161514,-18.048136,5.6682844,-8.299217,-10.024319,-8.320376,-11.062588,-6.6957874,-4.5872836,-8.354227,-4.345303,-6.025763
116,-530.29456,33.75948,-18.660189,6.0521398,-10.188527,-6.0098825,-4.406015,-8.848046,-5.5891433,-3.760342,-5.4094143,-2.9947348,-2.6674504
117,-538.8364,36.202457,-23.138054,4.1490793,-11.446861,-8.166136,-3.8210719,-7.696171,-5.990443,-3.4682775,-6.22366,-2.3672392,-1.861376
118,-536.29803,32.279404,-15.741817,0.02455016,-11.958961,-11.601455,-5.221387,-11.493751,-7.713663,-5.4771137,-6.1187806,-1.2188839,-5.6374497
119,-517.389,34.55529,-21.286028,-4.2107263,-13.337317,-10.200496,-9.265147,-13.266673,-7.3728123,-5.368189,-9.174367,-4.906947,-8.801182
120,-614.902,57.074776,-3.0054283,10.988685,3.9053783,-2.1362586,-12.357704,-6.3184566,-3.471554,-8.204244,-2.265995,-2.2893262,-5.291007
121,-618.69763,67.55601,4.937204,17.357784,10.398277,2.023811,-8.084035,-3.2223208,0.40670413,-4.067365,0.1002841,0.7438209,-0.8371256
122,-626.985,60.039165,-0.65409535,13.094035,5.5366063,-0.060387705,-13.720121,-5.580929,-4.81035,-7.6976633,-0.46168038,-3.7030435,-4.506599
123,-615.5172,56.388947,2.7118511,12.265267,6.2763977,1.4607929,-15.863606,-7.498173,-6.1206055,-8.508151,-2.5905826,-2.5723052,-4.1139555
124,-635.4177,64.5557,6.1574144,12.332961,6.5815687,0.6581053,-12.0842705,-3.2641845,-2.1546476,-5.8965797,3.4398863,-4.5976253,-3.2093072
125,-630.4307,62.951694,-0.21428804,11.192151,4.587308,-2.0631804,-13.277462,-4.5592337,-2.47162,-5.783329,2.8381488,-5.382704,-4.567875
126,-634.74786,72.12701,-1.6522092,10.273391,11.325748,-1.3796519,-20.935377,2.1863585,-3.8863716,-8.088245,5.727405,-7.206219,-3.1399856
127,-550.3412,55.463806,-1.5205299,5.172136,5.1832914,0.61575204,-17.107397,-3.6320055,-3.5525155,-8.993265,5.27208,-6.519517,-5.524622
128,-550.69165,81.16258,-16.459633,5.5151296,-1.1650134,-4.1059017,-20.502619,-4.812299,-4.7821994,-10.883682,13.4675,-5.3602486,-4.4681363
129,-523.0034,59.97326,-11.83531,7.6415024,4.938775,-2.878421,-14.201495,-9.708077,-5.2527103,-6.7589316,4.3580475,-4.7771473,-3.3588753
130,-526.35706,62.443016,-4.270364,7.7476454,6.731774,0.5953583,-15.56521,-2.51704,-3.3784645,-7.5441923,11.397503,-5.215843,-2.3503613
131,-528.7008,59.888565,-3.4334598,6.0780134,4.030022,1.5551546,-17.333488,-5.684758,-1.2481061,-7.649223,10.379884,-8.081422,-3.5737402
132,-541.43396,62.939907,-10.896682,5.023487,2.9410198,-0.34953362,-14.487152,-10.850215,-9.839633,-8.713091,3.360135,-7.089989,-5.5453305
133,-518.77686,60.561974,-13.635583,-0.9929668,-4.324808,0.43190795,-14.29915,-10.938492,-10.005836,-11.436953,1.5426528,-9.311904,-5.9668016
134,-531.0384,47.807934,-6.9636264,5.4805107,1.1964899,-1.4830704,-18.956888,-9.546918,-8.3875,-12.495876,-2.2082474,-10.097858,-5.9376497
135,-559.2189,53.328415,-4.246273,2.8173041,-2.1745317,3.8569663,-17.30687,-9.154488,-6.832294,-10.609907,1.3844283,-8.377964,-4.667535
136,-431.3368,47.18086,-10.592874,-3.689737,-8.615243,-0.66707015,-16.165155,-9.423497,-8.238661,-12.86214,3.3875322,-8.54781,-7.0022707
137,-396.35394,44.82517,-17.43319,-3.0663617,-13.049975,-0.73036176,-14.439949,-12.393023,-11.713876,-14.753973,2.7679255,-9.596181,-7.390657
138,-349.64948,42.457466,-5.8914094,-2.647848,-10.625903,0.25984696,-12.834095,-13.979017,-12.142559,-17.222353,-3.652067,-5.3075156,-10.922759
139,-399.07355,46.93798,-11.740981,-5.473549,-3.7529025,1.697608,-15.759639,-9.525736,-10.043098,-12.367879,1.630914,-9.977492,-6.017483
140,-657.3591,75.70852,-3.3101106,10.149648,6.4848228,1.9474624,-11.010163,-5.310328,-4.5768094,-6.9344225,0.46279246,-4.835016,-4.3203306
141,-658.4806,73.63861,1.3408859,10.456873,7.525418,-0.025404051,-10.261498,-4.2870965,-1.9437345,-5.5450377,-1.9104878,-3.2959044,-3.9023097
142,-595.134,63.48487,-5.038126,12.787282,5.4082,-1.6266952,-13.806423,-7.9549165,-5.2316866,-7.9330754,0.952177,-4.336693,-4.5829525
143,-606.35297,68.66107,1.7680492,13.860352,6.1027923,2.9340205,-16.116533,-6.310966,-3.267942,-8.258368,1.7850498,-2.210854,-4.2987204
144,-521.60266,61.254135,-14.598357,-1.4315841,-2.032495,-6.642068,-17.962116,-16.233612,-17.038734,-19.195927,-5.233078,-8.282962,-10.629008
145,-476.2699,50.574814,-9.212042,5.8749013,-1.4180192,-2.6641235,-15.259931,-13.915747,-10.622031,-13.106492,-3.4387145,-9.846889,-10.523031
146,-423.8798,52.73428,-11.043619,7.554782,5.090529,-0.27714947,-12.911892,-14.75042,-13.645817,-11.48632,-3.1911626,-9.272735,-5.2219114
147,-472.19107,56.557667,-7.050451,8.383008,3.4641724,1.1723671,-11.141272,-9.647944,-12.465517,-11.030221,-2.9160035,-6.257063,-6.24142
148,-612.28955,67.450134,2.5726702,18.871511,5.876965,-0.891985,-7.452403,-10.668024,-6.7207203,-3.8415496,-5.7438836,-3.458093,-3.101763
149,-509.23788,57.343258,-10.064908,14.337292,3.4714262,-3.1024377,-8.130194,-11.869944,-6.8806686,-7.1764164,-8.676049,-3.7766082,-4.111887
150,-526.0858,60.481804,-10.577558,13.760363,1.7746725,-3.1046262,-12.482242,-14.94083,-7.705935,-6.171361,-7.2520075,-3.1912065,-1.9408134
151,-485.16855,58.096493,-11.307793,6.726473,0.41619027,-3.9536026,-14.689174,-13.145288,-9.483666,-8.011418,-6.861727,-4.0231347,-3.5826519
152,-336.1751,42.30464,-18.452162,10.394906,-11.737784,-2.3073964,-6.089505,-15.495786,-5.2860003,-6.7856174,-7.4350677,-1.562163,-5.467455
153,-327.29996,40.78643,-13.539106,9.730583,-5.22645,-3.190685,-7.7176795,-14.57964,-6.443733,-4.9492126,-7.318389,-3.7269168,-4.8892274
154,-349.50302,47.37567,-13.755342,6.798301,-10.096563,-3.4645061,-6.2500033,-15.447599,-8.947666,-5.3170066,-6.4334025,-2.3165038,-6.0802317
155,-321.2689,42.25883,-13.716505,8.177733,-12.408047,-2.6786902,-5.6263905,-12.631624,-10.366708,-5.158923,-4.543612,-2.6381269,-7.766351
156,-577.0794,64.093605,-1.9921471,11.949162,4.5549116,0.82981676,-13.047456,-15.435609,-1.9302872,-5.074083,-4.0954957,-5.3951197,-6.7497234
157,-517.00604,65.553345,-7.8614945,10.615663,3.3540099,-5.062794,-17.242474,-15.20724,-5.5170817,-8.975989,-7.5315323,-6.7599583,-9.9598055
158,-526.0481,53.832718,-4.3291564,9.357606,0.82909316,-2.6802118,-15.066064,-13.917499,-8.033767,-9.285238,-3.3733237,-5.321283,-8.933668
159,-545.991,61.403923,-12.075234,10.314288,3.5079992,-1.7600439,-15.641453,-13.735012,-6.9521713,-8.440771,1.075179,-4.496972,-5.9170184
160,-371.73016,68.03024,-11.955896,14.502535,6.988807,3.8058531,-7.003296,-2.7580688,-7.7479377,-7.829864,9.037932,-6.6426687,-6.9836273
161,-331.5754,50.22172,-23.730465,3.2623615,-4.964423,0.0934395,-16.232252,-19.422504,-10.879751,-15.304462,0.45316365,-10.531154,-9.823957
162,-390.7082,50.22586,-8.776138,8.600272,1.1698385,6.304207,-10.398429,-14.762702,-10.148033,-11.793286,1.1482692,-5.9557652,-10.775265
163,-343.5642,54.0424,-26.188856,-3.4136672,-9.415618,-0.40520483,-21.963953,-14.307237,-13.9772625,-18.73405,7.1160765,-5.891416,-11.01661
164,-536.9967,63.037205,-11.07923,10.565009,0.58590883,-5.158602,-9.007859,-7.2522197,-7.2280574,-0.23299316,-0.46869034,-7.4732246,-5.4049487
165,-579.74744,64.63354,-4.643204,11.197005,5.0616627,-4.8837557,-8.567404,-9.912014,-8.593768,-2.8953516,-1.1382542,-6.3146496,-4.974102
166,-583.967,51.132317,1.19368,14.115938,3.0942342,-3.3849847,-14.568259,-6.2003527,-4.4854655,-2.0346735,-1.691892,-9.313631,-4.8203163
167,-508.10297,57.234135,-14.153338,8.996402,2.128745,-5.4959216,-14.964856,-9.060297,-8.732488,-3.6839468,0.9719552,-7.499865,-5.319109
168,-548.19104,68.567474,-7.910535,15.691458,4.085683,-9.032181,-12.239693,-5.210173,-4.5200253,-4.526511,-1.5940497,-6.6287656,-5.8699503
