,Speaker,Emotion,Label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
7625,Men,angry,Men_angry,-70.93921953362329,18.63599903580046,-1.525592154036033,-5.363578116626314,-6.559149607205142,-3.099700000681798,-1.0444252736005917,-2.542429269338095,-5.69494445832456,-2.9504756802191507,0.48890330506501234,-0.7427329623081053,-2.501582947274397,0.7105509574778375,0.7702198367959754,0.7238832273377355,0.7267396389052158,0.7636057304100984,0.8262527419784406,0.7614132764324861,0.6314761335185082,0.6125789836476524,0.6087366247755749,0.6226962725387181,0.6440478200853007,10.591702193031763,12.794005030808327,15.633400300235861,14.673344049569923,14.743124957752467,14.471798299959524,13.66813993700348
9983,Men,disgust,Men_disgust,-301.10017036072753,31.72468817354731,20.48167965943179,28.044225627276045,10.455649153601746,15.272478727469286,2.8241333923212353,-0.29572149418263005,1.046017397854822,3.2566756432870263,-0.5897164671473925,-2.7406650054008943,-1.4588853609908756,0.764871295232273,0.7683101290062804,0.7668212145190038,0.7964506472579205,0.8079235102154716,0.7220208676297252,0.6890828756485872,0.7375608115035387,0.7630053136726848,0.8282197243706595,0.8648698050370166,0.8231018685580076,15.829458416384702,12.66047764801153,14.339818237320177,13.666031131707348,14.415038925758044,15.013923853678895,14.825308079671975
2356,Women,happy,Women_happy,-332.60520913000886,15.077205075962636,-2.8554136094578113,0.9101087250532729,-2.1781864952229326,-5.120088756406795,-6.20614787992082,-7.3633082290046,-3.73265082250352,-0.6072137731999276,-4.326287716576295,-3.299912555715175,-1.441895495085171,0.7543861781394661,0.7419399124199259,0.7243657573037738,0.7687129434299887,0.779032599070655,0.7112579363318311,0.628844245873777,0.6320975797457083,0.648811099536504,0.6699272548958237,0.7308114758729234,0.7653678274782587,11.783185171645332,14.397246272297087,16.06582072315104,14.529676696334908,15.765474040911696,14.859989715175791,13.84647944829645
2261,Women,fearful,Women_fearful,-143.01354233474368,3.8934398947560336,-6.929553858542061,-2.69815526422523,-2.984048391518368,-4.156331917838436,-3.40054920618392,-4.824629320249806,-3.548531677598997,-1.8840895732803649,0.5072888012329725,4.717399399348464,4.795226712082795,0.8142369881954998,0.8330015250628987,0.8497806369120151,0.8499477549337098,0.80695809181546,0.6651679895809166,0.6380876178342083,0.6552362668433855,0.6884467568234506,0.7121718325223999,0.7285683613487002,0.7772425501927621,10.378510699917198,10.22787410982105,14.815796096845496,14.405212251360037,14.743771703190951,14.151556969544243,13.650903011541974
6602,Women,sad,Women_sad,-404.7388987818641,115.12402292461348,40.45419529423044,28.54606374550687,6.485594440631096,12.030516418779868,-2.3983456726238765,-0.35293960932915885,-2.942856920204245,3.5643610915174015,1.5445911787999802,-2.2446216080029444,2.1090799289325415,0.5690018185214859,0.6077265381889055,0.6274212502285321,0.6904078143039621,0.6196771015158076,0.5860736258846982,0.639467746381673,0.7136564287259711,0.741370659533877,0.713988504340955,0.7231200042336194,0.6243123262749211,12.212191977875225,14.219079540530547,16.66706558749256,16.224272193569238,16.310034748846387,14.39576222899523,15.281433428628654
1154,Women,happy,Women_happy,-326.31461827654385,6.810589624628442,3.589218476638886,1.9006564745942796,-1.4506186212547638,-1.1605678097217542,-2.447740324440325,-4.046236721566041,-4.049023227266406,-3.22359361108884,-1.83723027040626,-1.5061378675686534,-1.521139208029583,0.7814022823855963,0.7724396182393701,0.8090751732712738,0.8225363004051097,0.7838915094450715,0.732813537414012,0.7128511398533489,0.693604883914787,0.7159327398448279,0.7466061155867174,0.7918918928128055,0.8161032286757461,11.99757364872873,13.705885738413903,14.800114576681368,13.541071616925317,14.09842969366166,13.908728885272625,13.647818885035644
4570,Women,sad,Women_sad,-316.66856697530517,46.293114982356606,32.93360495085391,24.646148237122517,15.912017494045482,8.43513257343805,2.674664178730413,1.5099100793888471,1.2982963218158323,0.700115277449687,-1.3035845579846945,-2.471650159551889,-1.638928357024784,0.696641216001801,0.7452220197897134,0.7378582521156408,0.7449865595424914,0.7487404585110768,0.7284406898493776,0.635739525047106,0.7096715892398836,0.8145849776848769,0.7838765176837895,0.7621256131209184,0.7028048301481585,14.042855631291419,15.328333826676795,17.29501455004835,14.338195955010015,14.042958976630542,13.816698547468853,13.574693341022597
3490,Women,happy,Women_happy,-185.9163819677322,29.392744449843654,11.831288964253371,10.047900165940323,1.4890376052674363,-5.840065791171187,-5.978019857498108,-3.706520899023194,-5.487355234719256,-4.77397595246102,-2.43166943031513,-1.6185522193217188,-2.308080925967765,0.6503701544106396,0.6802125258135142,0.6854966504880593,0.6673729796968361,0.742957290634955,0.6993181663156204,0.6332930740586754,0.6429949408856421,0.6253292781713715,0.6256137621365833,0.6585461180103888,0.6829978153688048,11.69336327320497,15.989106980975832,16.98581721089194,13.790538006034346,15.15316671549421,14.179662259192012,13.888425580146304
1305,Women,disgust,Women_disgust,-383.80767740158973,16.962419253382716,0.2515172765252346,-0.5884685446918911,-1.0149937628687247,-3.7793681010067743,-4.957664696440351,-3.9829373142504965,-4.60040233871513,-2.512001320936614,-1.4776350466084323,-2.36844350669362,-1.7448692340900236,0.7732731623651895,0.7804424221304821,0.7788117281499901,0.7873179580285702,0.8169980103621525,0.7877644851960194,0.6910212316482376,0.6922820131594483,0.6989002515429253,0.7112941066376596,0.737054864983841,0.7617273322841818,15.084007519778172,13.743677952622152,15.820309543704495,14.384808156182453,14.519930835952003,14.00869998333197,13.644553076993985
9140,Men,fearful,Men_fearful,-224.1214177528436,64.96932727892266,21.643791269387226,12.721553570907563,0.7619658774881369,2.944583127240312,-2.4705274709597234,-7.63914041368397,-7.221458232835425,-3.1716732994176215,-4.069141580498773,-0.7275280677281933,0.828983143765486,0.7730008490864282,0.8561476120499117,0.721114456017072,0.6878179777735062,0.7095342284776357,0.6487892387015107,0.6945295280336404,0.6899356703662406,0.7637899803707602,0.7338837754250134,0.6780583440312344,0.6809073843231412,14.380455786699558,15.548491846188023,16.657429557211625,14.830271488709265,15.19916681417407,15.451745742823832,14.261160041229823
5841,Women,angry,Women_angry,-138.87944495196405,23.27192532811741,10.030159944696713,2.7850497393108697,-0.5380951667140867,-2.8306479199537153,-2.7814702972590037,-2.5066522468536725,-2.8005524798186707,-2.6980311563024393,-1.6679270484553177,-2.4512347424954952,-3.4106810536876573,0.7946374210791817,0.8038388122491008,0.7896325812905451,0.8197590343951622,0.8113887425368608,0.7214787686212445,0.6868687869309723,0.695877864016994,0.7204988946424887,0.7499196162353199,0.7592622406152791,0.777112071699641,12.949677879538305,13.818212967533416,15.426095205139104,14.230098285259638,14.278784080359882,13.490457703697997,13.550334095459295
2116,Women,happy,Women_happy,-166.19790931746613,7.42885701166886,-2.967610167766338,-2.533475920867593,-2.1220353200880933,-2.3210414334142278,-0.4827001048311524,-0.9319337287231516,-2.268511168743257,-1.2976037222734513,-0.2220390902120649,-0.9075492238535231,-2.067238367805638,0.8110274670384104,0.7949407088654882,0.8085534248948668,0.8333418281065594,0.8463403695298145,0.7894833594054042,0.7400065554554686,0.7366977742716678,0.7255030720689373,0.729103107012287,0.7282200686931275,0.7610382327281675,12.586061347813152,12.660118965969946,14.667660012277208,13.754358214733866,14.353880824216226,13.758414260242704,13.538475204123612
9813,Men,disgust,Men_disgust,-242.00402988037305,29.115821214123926,12.386669858373233,10.229825659576832,9.677165058153532,6.985391319477358,2.123274797792497,2.3661373636749694,2.842027337666235,2.6183948417258534,0.15636507524885315,-2.974325303869604,-1.7241634082683308,0.7921860042357927,0.8073529018217882,0.7931650962925463,0.8126755509210842,0.8568120539545993,0.7944122711203756,0.7512849787574671,0.7828386412440317,0.8015485083573044,0.8442527172325698,0.8552786854883234,0.802395973535191,16.122308487947894,13.435504456733714,14.529060637531881,13.61509556031228,14.609252365455319,14.030343191103297,13.5918590011607
8824,Women,disgust,Women_disgust,-314.3583224593271,71.81107662000252,29.781448393916236,28.864790343914073,12.146583923904629,1.102996937662817,0.8624976968436076,-1.7499067365341947,-5.3081241207348135,2.006546614665301,0.9990793134766851,-0.11027273247064737,4.180100323976261,0.7015487350233828,0.7061463094726624,0.7118354376881961,0.7385700163819895,0.8068366643013531,0.7378382652951393,0.6927245410532668,0.6500908900848604,0.6512046591731503,0.7645416110709922,0.7902674388171494,0.7180532745389621,13.72547956731679,14.129428003119521,16.919430594913727,15.515302427887104,15.301572571469006,16.309887629908754,13.848541399414307
4005,Men,fearful,Men_fearful,-298.4986425824202,40.259955844967536,30.007489531638054,29.94090572306044,13.644362176193937,12.913108097145798,1.3166009222721433,-0.38550745998571373,-2.9956149592005654,-2.01708734920476,-2.6510550444784933,-2.6721145233512904,-2.1707958693772267,0.7719020461904291,0.7913923217900294,0.7916620742574142,0.8203777121686877,0.8194489842042262,0.7606862036547937,0.6426408882581224,0.6409740253989193,0.717264247019939,0.8112331666761162,0.8893578976795106,0.8089106615345746,13.3667920983696,14.884854590035035,15.411709220986532,12.894135577125303,13.921396396790945,14.629160333204277,14.665554262495517
7810,Women,disgust,Women_disgust,-331.8880892813148,77.95697837565729,27.384330049731037,19.78609681592737,11.52106432207703,6.300847346473764,-2.061155751741722,0.4657163654412883,1.3194264522146006,2.115948495251995,1.820802560648654,1.7667539356434685,-2.0501311235977058,0.7217471960990105,0.7225148850620078,0.7834379373770759,0.7675330904204957,0.8216623150054144,0.7399815693476876,0.6964502549263184,0.7163454628850016,0.7166795822844175,0.7819783130233156,0.8582577157091834,0.8175550952621247,12.75180549694727,14.017014836079676,14.859914666780952,14.048178173639915,15.53203392283902,14.751020818530366,14.064239856030852
5900,Men,sad,Men_sad,-342.7721419468717,61.210899472487284,36.411932062845224,29.961725903889754,14.800596125536208,3.394970884370987,1.7648162251513348,1.279495876954804,-1.8606659165271373,-0.28593791922183875,-0.04782071391551624,-1.2948077711830674,-1.2235327663230642,0.7543808753736949,0.7707132752169682,0.78352004971867,0.8525652505811495,0.8550689351206746,0.7374248979229103,0.7015886527823514,0.7362585347481504,0.7725427871476022,0.8122585790726031,0.8112475831955753,0.7328170656167753,13.607443118379686,13.15011657252796,15.147904707438338,13.31527960781376,14.023445445562896,14.108408963862734,13.597496735657044
8156,Men,disgust,Men_disgust,-213.95611700037716,33.82612767048998,18.53821856014078,13.297193177920436,8.567762551250976,2.407679863246649,-0.5025104485708355,-1.1953753033855152,-3.4223634032240517,-1.7898720557376762,0.06750178960990517,0.6017019602341628,0.32029995576546955,0.765282019674791,0.8413627383361156,0.8962186013835506,0.864814112510239,0.8446282408876898,0.7388297664197,0.7222645794584737,0.7082583156938441,0.7000252082912151,0.779774811451738,0.8044815836600511,0.7590500196654674,13.040643224511173,13.337005411003595,14.43915543931541,13.354874229709232,13.808686283355856,13.972159165437917,13.544430708924184
4132,Men,disgust,Men_disgust,-181.81005772175217,23.83512749634217,18.213378927133736,14.83347593311013,6.207884606077682,3.209830830467111,-4.162415888923363,-2.5447458990847247,-3.3046703136563798,-2.105089027431248,-1.7426618979414288,-2.562203169143288,-1.0882541157120253,0.8475111519230931,0.8408503506667789,0.8068593467419637,0.816884848542011,0.8243987335134607,0.7629253527648332,0.7652248251064803,0.75262174720489,0.7725655510003743,0.776301368502279,0.780710729106034,0.7834113852937823,13.890539169002087,13.007208260446463,14.669556646844134,13.42084642280907,13.95891657502805,14.027401144790893,14.158021996088674
2677,Men,fearful,Men_fearful,-276.0812467663406,12.21421060746696,5.459019017957196,5.261099081910755,2.0217247823819506,-1.3646236340012643,-1.6453724411674706,-3.187373859749211,-5.147651906319409,-2.6205209265950034,-1.811171016211669,-2.9593300203611816,-1.8450070047955611,0.8068550974924577,0.8490240113796853,0.8785535051267059,0.8662108042663283,0.8301737577710178,0.7332731970727993,0.7316172655114922,0.7680277620749675,0.7925703614396765,0.8033654425728181,0.7911990231969125,0.7866405444200786,13.394974600220491,12.139808145600357,14.610654369851899,13.363577152845313,14.01149194393157,14.004986635043357,13.508913717165514
4824,Women,disgust,Women_disgust,-284.8415146631147,46.16229207015977,28.833787748176977,16.977897831557968,8.724340034941921,8.55993021439697,3.593481151475959,4.07190625781542,-1.613894986350199,0.6775242743743686,-0.5491756607289751,-2.595079889163888,-2.9601231039843876,0.6655805583925346,0.7449302365240817,0.800995584280194,0.8125604550525876,0.7999795312011306,0.6841998469880913,0.6583045824033553,0.6896300911373449,0.7091862996608628,0.7514092634588484,0.7436504225020362,0.65674393675329,12.327083794352074,14.079812581439159,15.071913729103176,14.485935698738231,13.878512236024639,14.132675134613828,14.449203459415958
10096,Women,sad,Women_sad,-387.5794397009484,53.45825943631387,31.785016296096586,25.34177276471065,15.421994592142537,16.100549294857196,9.157071565414281,0.8593278223978956,-0.18831480404894255,2.4775294808918455,2.4018188609964977,-1.3393036771053302,-2.3214058823810784,0.7745816187629792,0.820216651778361,0.7841689856774682,0.7698687759004897,0.7751558258129514,0.7672510087197745,0.7716861861094757,0.7707215692578456,0.7852167713481646,0.8355859447461477,0.8415093684819968,0.7818433243107947,15.529678400530587,14.070535519039602,14.604727551450576,13.420821414003802,14.65969575543504,14.493422110318285,13.71785548715294
8122,Men,fearful,Men_fearful,-350.91922454947263,74.68337339377071,41.18696056772173,22.566982463166482,6.87907706878969,5.578848681986625,7.1750475342026965,3.080858609356679,-1.9319136991433445,0.932939754689614,1.897396647534003,1.92616555838402,1.4464037326012356,0.7592706300363233,0.8067215001508451,0.8129516499188029,0.8312717389098089,0.8160899764924525,0.816043484047195,0.764669936981349,0.7267729289780024,0.7622782033419564,0.7841895339676109,0.8004776947058163,0.7386541057333492,12.155454953773184,12.960855945713206,14.881935239790206,14.428844273034414,14.026554825806251,14.069768182000633,13.68746196162813
6330,Women,happy,Women_happy,-362.99677777149964,120.03770669431971,5.89144165280044,49.050674908598765,3.754733813409989,-0.8611490465265876,1.9011705097870804,-5.94378378874014,-16.869897390085644,8.471212656741853,-1.2725521978578194,-8.996891931307688,-0.7199639095880029,0.5264647507774473,0.6175415768921562,0.6839648553101254,0.4685122332142759,0.4277523329525646,0.47266175016270884,0.5715612500174918,0.5575504203954327,0.5538226943242118,0.6321047615612183,0.5419310189383989,0.508941816079535,12.436882166141782,16.428438171792774,22.147829373822418,18.49548897409103,18.37610517038339,20.48428724936937,16.815691931539956
7592,Women,sad,Women_sad,-353.0853167474576,81.26340082472896,42.44413946545684,21.54784664635489,6.350498971091877,3.32758990947622,1.1725192916768072,1.1841584976045714,-2.631807450251371,-0.7240056432305398,0.5141411303922635,-1.2681004342716926,-1.3587915944167,0.554881241535718,0.5438950089118382,0.617031982019632,0.6375201313646077,0.7056094652673333,0.6295292191726173,0.586703326825274,0.5984804723666635,0.672969875107846,0.7173852780545799,0.6780393944820159,0.6603324566816119,12.329909222146306,14.150887610904277,17.77724562695515,16.03407853227179,14.852390014553956,14.181602247411853,13.787729245187265
7305,Women,happy,Women_happy,-140.14691890521883,41.65606862374232,-15.762411096183117,1.2829390826895735,-16.538247561808568,-4.138641577335967,-6.932762777261165,-2.7766630130124352,-7.236797689224439,0.8477653639891899,5.345146932699384,-4.881748952942672,0.15317524713505157,0.5264812818388116,0.5757110799386126,0.5833530981305182,0.6496561405307169,0.6061429708369822,0.5691652596405558,0.5563863726925793,0.5662513890519245,0.6385522028102111,0.6765854390546922,0.5315524000168126,0.46951580929460657,10.891432837316975,12.698048472846727,18.317524247237323,19.498073464251494,17.657813599158544,16.353874478844812,15.472567841410383
1540,Women,fearful,Women_fearful,-295.2564815658252,6.409423390546337,-7.737907791251132,-2.125737454178471,-4.848433767865441,-3.5113613099761194,-2.484360847506822,-5.021927668928651,-3.814950004362014,-2.7039358982551294,-3.6328457701088968,-3.938521698228596,-3.8709412472976106,0.7091126282594884,0.7081178597837309,0.7249978920116935,0.7285304203879029,0.7066852346067204,0.6443915598722095,0.6714998625289347,0.7650124948752806,0.7976547513901412,0.7184178853471617,0.6968002146694494,0.7068529936298149,10.531948550439866,12.489124846633548,17.12876379395882,15.651503761585346,15.235678507995642,14.350574043100279,13.546063835905676
1524,Women,sad,Women_sad,-420.5079508284951,12.897833969263527,0.15498315880267344,-0.14667187766384615,-3.2312802802545058,-4.2685312441074315,-4.827950607165901,-6.657175620583556,-6.227888183180219,-3.4366610347168023,-1.9913427132101638,-2.3805289340998184,-2.092969057175051,0.8267264802484307,0.8555660674850933,0.8096711237990059,0.8250834911203182,0.8250613065838132,0.7169501152575496,0.663149175914111,0.686542942713937,0.6966493527753432,0.6786996754372608,0.697393981103178,0.7588881351659782,10.780698634433378,13.592649371084601,14.614279127160726,13.752877509566156,15.00513293700733,14.059219056668855,13.635796064656747
7872,Men,disgust,Men_disgust,-231.63815537098776,35.30153455164007,24.953250991672864,14.758255086390385,6.620598434512674,1.970494890416609,-0.034312929804807824,-2.2873186891338686,-3.524239498909052,-2.445313641758542,-1.1033325746911422,0.3684532350657622,0.3635023877949018,0.7907006240211352,0.869278290533177,0.8854284460203171,0.8483051913889919,0.8481814291656572,0.7443990599389305,0.6724505408273669,0.7351289268200901,0.7429768187703836,0.7517337362233089,0.7958772376006791,0.7703774379404741,13.03806027874792,12.467527190004073,15.331837647414561,13.619545086178306,13.527882825119246,13.646410115096401,13.433900290729937
664,Women,neutral,Women_calm,-453.0687075134695,19.34759352520823,4.3038754029801485,2.570806243008302,0.5916203173818937,-1.376008238326797,-1.5078291658044378,-4.434361851581158,-5.943968462461794,-4.0709099428635795,-2.631187741593663,-3.2647917644839843,-4.351370051867654,0.699607940613918,0.7241548021310762,0.7361323037127584,0.7245397517461705,0.7424506324865786,0.6974147823426824,0.6592119231396996,0.7065451219216047,0.6997849340438538,0.6816160369269904,0.6860746534735487,0.7161614863442828,14.61730112827157,15.639027687826026,15.61376837335319,14.297354805193182,14.651836936238299,14.23618321969218,13.814682530643912
130,Men,neutral,Men_calm,-402.03196464900924,34.04049733914418,2.599634826033266,5.160751247724201,3.3831846788307125,-1.1158931911772916,-12.830842455125875,-2.965516344016687,-3.530159690794542,-6.372247750178034,4.7268779751057,-4.27948048530869,-3.430709244745578,0.6308058467694222,0.6801426346119434,0.7947560281474774,0.8078000087233921,0.7415896554712992,0.6688747856662662,0.6470076142511174,0.630330621239101,0.6472591468790888,0.7165173729670002,0.7146692960761958,0.6474857112704148,20.33253203690003,15.455284084942571,17.14775586340467,15.333245368878336,16.653630649895828,15.919309015727102,14.439552324504167
